"JASID","自治体コード","遺跡名","時代","緯度","経度","草創期","早期","前期","中期","後期","晩期"
1311000100,13110,"東京大学駒場構内遺跡","[旧石器時代][縄文時代（草創期～早期・中期・晩期）][平安時代][近世]",35.66038101,139.6851627,1,1,0,1,0,1
1311000200,13110,"駒場遺跡","[旧石器時代][縄文時代（早期～後期）]",35.65884679,139.6804591,0,1,1,1,1,1
1311000300,13110,"氷川遺跡","［旧石器時代］[縄文時代（早期～後期）][弥生時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]［近代］",35.65337917,139.6875316,0,1,1,1,1,1
1311000400,13110,"駒場高校遺跡","[縄文時代（中期）]",35.65477401,139.6854716,0,0,0,1,0,0
1311000500,13110,"日向遺跡","[縄文時代（中期）]",35.64762793,139.6994455,0,0,0,1,0,0
1311000600,13110,"大坂下遺跡","[縄文時代（中期）]",35.65273328,139.6915147,0,0,0,1,0,0
1311000700,13110,"旧練兵場遺跡","[縄文時代（中期）]",35.64628877,139.6910341,0,0,0,1,0,0
1311000800,13110,"東山貝塚遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世][近世][近代]",35.64782322,139.6866739,0,1,1,1,1,1
1311000900,13110,"烏森遺跡","[縄文時代（中期～後期）][弥生時代（後期）]",35.64333137,139.6915834,0,0,0,1,1,0
1311001200,13110,"新富士遺跡","[縄文時代（早期～前期）][弥生時代（中期）]［近世］",35.64402888,139.7051446,0,1,1,1,0,1
1311001300,13110,"八幡神社裏遺跡","[縄文時代（中期～後期）]",35.63989954,139.6997201,0,0,0,1,1,0
1311001400,13110,"永隆寺東方遺跡","[縄文時代（中期）]",35.63666288,139.70281,0,0,0,1,0,0
1311001500,13110,"中目黒遺跡","[旧石器時代][縄文時代（早期～後期）][中世][近世]",35.63607692,139.7015397,0,1,1,1,1,1
1311001600,13110,"祐天寺東方遺跡","[縄文時代（中期）]",35.635895,139.697983,0,0,0,1,0,0
1311001700,13110,"旧金比羅社遺跡","[縄文時代]",35.63275639,139.7054879,0,0,0,0,0,0
1311001900,13110,"雅叙園遺跡","[縄文時代（中期）]",35.63236011,139.7136411,0,0,0,1,0,0
1311002000,13110,"目黒不動遺跡","[縄文時代（早期～後期）][弥生時代（後期）]",35.62857065,139.7075822,0,1,1,1,1,1
1311002100,13110,"旧競馬場遺跡","[縄文時代（中期）]",35.63130536,139.7057626,0,0,0,1,0,0
1311002200,13110,"油面遺跡","[縄文時代（中期～後期）][近世]",35.63208669,139.6955316,0,0,0,1,1,0
1311002300,13110,"目黒高校裏遺跡","[縄文時代（中期）]",35.63694191,139.693815,0,0,0,1,0,0
1311002400,13110,"油面西遺跡","[縄文時代]",35.63242154,139.6906907,0,0,0,0,0,0
1311002700,13110,"高木神社裏遺跡","[縄文時代（中期）]",35.61685121,139.6873649,0,0,0,1,0,0
1311002800,13110,"富士見台遺跡","[縄文時代（中期）]",35.61325077,139.6853049,0,0,0,1,0,0
1311002900,13110,"南遺跡","[縄文時代（早期・中期～後期）][平安時代][中世][近世]",35.61210641,139.6873992,0,1,0,1,1,1
1311003000,13110,"東が丘遺跡","[縄文時代（前期）]",35.62913927,139.6627422,0,0,1,0,0,0
1311003100,13110,"柿の木坂遺跡","[縄文時代（中期～後期）]",35.6217545,139.6782732,0,0,0,1,1,0
1311003300,13110,"東光寺裏山遺跡","[旧石器時代][縄文時代（草創期～後期）][平安時代][中世][近世]",35.62084051,139.6726427,1,1,1,1,1,1
1311003400,13110,"宮前遺跡","[縄文時代（中期）]",35.61911017,139.6670466,0,0,0,1,0,0
1311003500,13110,"化坂遺跡","[縄文時代（中期）]",35.61777053,139.6650896,0,0,0,1,0,0
1311003600,13110,"衾自由通遺跡","[縄文時代（中期）]",35.62215219,139.6670122,0,0,0,1,0,0
1311003700,13110,"衾町公園付近遺跡","[縄文時代（中期）]",35.62402199,139.6657419,0,0,0,1,0,0
1311003800,13110,"平町遺跡","[縄文時代（中期～後期）]",35.61857292,139.6783419,0,0,0,1,1,0
1311003900,13110,"十一中付近遺跡","[縄文時代（中期）]",35.60934314,139.6784728,0,0,0,1,0,0
1311004000,13110,"大岡山遺跡","[縄文時代（前期～後期）]",35.60780795,139.683245,0,0,1,1,1,0
1311004100,13110,"東京工業大学構内遺跡","[縄文時代（前期～後期）]",35.60613316,139.6832107,0,0,1,1,1,0
1311004400,13110,"伊勢脇遺跡","[縄文時代]",35.64012275,139.6980035,0,0,0,0,0,0
1311004700,13110,"大橋遺跡","[旧石器時代][縄文時代（草創期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世][近世][近代]",35.65446715,139.684373,1,1,1,1,1,1
1311004900,13110,"円融寺遺跡","[縄文時代（早期～前期）][中世][近世]",35.62014271,139.6898324,0,1,1,0,0,1
1311005100,13110,"恵比寿遺跡","[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][近世]",35.640392,139.713776,0,0,1,1,1,0
1311005200,13110,"蛇崩遺跡","[縄文時代（中期）]",35.64154572,139.6855066,0,0,0,1,0,0
1311005300,13110,"土器塚遺跡","[旧石器時代][縄文時代（中期）][弥生時代（後期）][近世][近代]",35.65566243,139.6816957,0,0,0,1,1,0
1311005400,13110,"鉢山町・猿楽町17番遺跡","[旧石器時代][縄文時代（早期～中期・晩期）][弥生時代（後期）][近世]",35.64944134,139.6977975,0,1,1,1,1,1
1311005600,13110,"菅刈遺跡","[縄文時代（前期～中期）][中世][近世][近代]",35.65030619,139.6939523,0,0,1,1,0,0
1311005700,13110,"駒場北遺跡","[縄文時代（中期）]",35.66160835,139.6802875,0,0,0,1,0,0
1311005800,13110,"下目黒遺跡","[縄文時代（中期）]",35.62608701,139.7063806,0,0,0,1,0,0
1311006000,13110,"本郷遺跡","[縄文時代]",35.62086833,139.6854036,0,0,0,0,0,0
1311006100,13110,"下目黒北遺跡","[縄文時代]　[中世]　[近世]",35.62991011,139.7016427,0,0,0,0,0,0
1311100100,13111,"亀塚付近・丸子多摩川園北貝塚","[縄文時代（前期・後期）]",35.58883561,139.6674392,0,0,1,0,1,0
1311100200,13111,"浅間神社古墳","[縄文時代][弥生時代（後期）][古墳時代]",35.58743962,139.6687695,0,0,0,0,1,0
1311104500,13111,"田園調布本町貝塚","[縄文時代（前期）]",35.58467801,139.6761517,0,0,1,0,0,0
1311104800,13111,"下沼部貝塚","[縄文時代（早期～晩期）][弥生時代][近世]",35.58533812,139.6724802,0,1,1,1,1,1
1311105700,13111,"雪ヶ谷貝塚","[旧石器時代][縄文時代（早期～前期）][弥生時代（後期）][古墳時代][平安時代]",35.58976951,139.6844687,0,1,1,0,1,1
1311105800,13111,"勝海舟墓所付近遺跡","[縄文時代（前期）]",35.60212279,139.6920433,0,0,1,0,0,0
1311105900,13111,"上池上遺跡","[縄文時代（前期）]",35.59277077,139.7019138,0,0,1,0,0,0
1311106000,13111,"馬込貝塚","[縄文時代（前期～晩期）]",35.59549274,139.7035017,0,0,1,1,1,0
1311106200,13111,"天満宮付近貝塚","[縄文時代（前期）]",35.58939185,139.7166881,0,0,1,0,0,0
1311106300,13111,"馬込一丁目貝塚","[縄文時代（前期）]",35.58647772,139.7140918,0,0,1,0,0,0
1311106500,13111,"長遠寺貝塚","[縄文時代（前期）][弥生時代]",35.59124845,139.7096019,0,0,1,0,0,0
1311106700,13111,"大谷・下谷遺跡","[旧石器時代][縄文時代（前期～中期）]",35.58769331,139.7014033,0,0,1,1,0,0
1311106900,13111,"大森貝塚","[縄文時代（中期～晩期）]",35.59301536,139.7303283,0,0,0,1,1,0
1311107400,13111,"桐里町貝塚","[縄文時代（前期）][弥生時代]",35.57945652,139.7069823,0,0,1,0,0,0
1311107600,13111,"庄仙貝塚","[縄文時代（前期～中期）]",35.586053,139.6882712,0,0,1,1,0,0
1311107700,13111,"天使幼稚園付近遺跡","[縄文時代（前期）]",35.58212659,139.6936786,0,0,1,0,0,0
1311107800,13111,"久ヶ原貝塚・久ヶ原町1026番地貝塚","[縄文時代（前期～中期）]",35.58052107,139.6912324,0,0,1,1,0,0
1311108500,13111,"千鳥久保貝塚","[縄文時代（中期～後期）]",35.57711795,139.6891725,0,0,0,1,1,0
1311108700,13111,"増明院裏貝塚","[縄文時代（前期・後期）]",35.57566033,139.6829192,0,0,1,0,1,0
1311109001,13111,"光明寺遺跡","[旧石器時代][縄文時代（早期）][弥生時代][古墳時代][奈良時代][中世][近世]",35.57385397,139.684314,0,1,0,0,0,1
1311111000,13111,"桜橋付近遺跡","[縄文時代（草創期～前期）][弥生時代（後期）][近世]",35.58633184,139.6744099,1,1,1,0,1,1
1311111600,13111,"塚越貝塚","[縄文時代（前期）]",35.58375587,139.7026565,0,0,1,0,0,0
1311113500,13111,"桐里遺跡","[縄文時代][弥生時代]",35.58256971,139.7088204,0,0,0,0,0,0
1311113700,13111,"上沼部貝塚","[縄文時代（前期・後期～晩期）]",35.59661086,139.6602175,0,0,1,0,1,0
1311116900,13111,"久保遺跡","[縄文時代（中期～後期）]",35.59008824,139.7112401,0,0,0,1,1,0
1311117200,13111,"池上二丁目1番遺跡","[縄文時代（前期）][中世][近世]",35.58116395,139.7038385,0,0,1,0,0,0
1311117300,13111,"都立田園調布高等学校内遺跡","[縄文時代（前期][弥生時代（後期）]",35.58252941,139.6765192,0,0,1,0,1,0
1311120300,13111,"洗足池公園付近遺跡","[縄文時代（中期）]",35.60333962,139.690231,0,0,0,1,0,0
1311122500,13111,"山谷・諏訪分遺跡","[縄文時代（前期）]",35.5947453,139.6802212,0,0,1,0,0,0
1311122700,13111,"石川上ノ台遺跡","[縄文時代（前期～後期）]",35.60469027,139.683016,0,0,1,1,1,0
1311122900,13111,"旭ヶ丘遺跡","[縄文時代（草創期）]",35.58776131,139.7175061,1,0,0,0,0,0
1311123000,13111,"稲荷森遺跡","[縄文時代][古墳時代]",35.58897832,139.6724546,0,0,0,0,0,0
1311200100,13112,"烏山遺跡","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]",35.67412332,139.59153,0,1,1,1,1,1
1311200200,13112,"本伊勢遺跡","[縄文時代（中期）]",35.66311113,139.5984894,0,0,0,1,0,0
1311200300,13112,"祖師谷大道北遺跡","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.659981,139.596436,0,0,0,1,1,0
1311200400,13112,"粕谷八幡神社","[縄文時代（中期）]",35.66315993,139.611902,0,0,0,1,0,0
1311200500,13112,"廻沢北遺跡","[旧石器時代][縄文時代（早期～後期）][近世]",35.65838154,139.6152536,0,1,1,1,1,1
1311200700,13112,"釣鐘池北遺跡","[縄文時代（早期～晩期）][平安時代][中世][近世]",35.65423201,139.6035377,0,1,1,1,1,1
1311200900,13112,"砧中学校遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][近世]",35.63379948,139.6006734,0,1,1,1,1,1
1311201800,13112,"下神明遺跡","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]",35.63509307,139.5990011,0,1,0,1,1,1
1311201900,13112,"上神明遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世]",35.6414265,139.5923661,0,1,1,1,1,1
1311202200,13112,"東之原遺跡","[縄文時代（中期）]",35.64361844,139.5986874,0,0,0,1,0,0
1311202300,13112,"宮之原遺跡","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]",35.62879711,139.5935426,0,1,1,1,0,1
1311204800,13112,"上之台遺跡","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][中世]",35.64027,139.604996,0,1,1,1,1,1
1311205200,13112,"堂ヶ谷戸遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.624981,139.620575,0,1,1,1,1,1
1311205300,13112,"八幡山遺跡","[縄文時代（早期～後期）][中世][近世]",35.660549,139.62178,0,1,1,1,1,1
1311205400,13112,"船橋本村北遺跡","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代]",35.65461,139.619125,0,1,1,1,0,1
1311205500,13112,"千歳遺跡","[縄文時代（早期～中期）]",35.652687,139.623856,0,1,1,1,0,1
1311205600,13112,"船橋本村南遺跡","[縄文時代（中期）]",35.65461,139.619125,0,0,0,1,0,0
1311205700,13112,"殿竹遺跡","[縄文時代（中期）]",35.666279,139.619995,0,0,0,1,0,0
1311205800,13112,"向山遺跡","[旧石器時代][縄文時代（中期）][中世][近世]",35.660751,139.633484,0,0,0,1,0,0
1311205900,13112,"緑ヶ丘中学校遺跡","[縄文時代]",35.660751,139.633484,0,0,0,0,0,0
1311206000,13112,"東経堂団地遺跡","[縄文時代（中期）]",35.658089,139.631516,0,0,0,1,0,0
1311206100,13112,"江下山遺跡","[縄文時代（中期）]",35.658089,139.631516,0,0,0,1,0,0
1311206200,13112,"新井遺跡","[縄文時代（早期・中期）][近世]",35.655247,139.641525,0,1,0,1,0,1
1311206400,13112,"前谷戸遺跡・赤堤陣屋跡","[旧石器時代][縄文時代（中期）][弥生時代][近世]",35.655247,139.641525,0,0,0,1,0,0
1311206500,13112,"宮前遺跡","[縄文時代（中期）][弥生時代]",35.658005,139.645782,0,0,0,1,0,0
1311206600,13112,"後谷戸遺跡","[縄文時代（中期）][弥生時代][近世]",35.658394,139.638824,0,0,0,1,0,0
1311206800,13112,"円乗院遺跡","[縄文時代（早期）][弥生時代（後期）][古墳時代]",35.65531,139.6633,0,1,0,0,1,1
1311207000,13112,"根津山遺跡","[旧石器時代][縄文時代（草創期～中期）][近世]",35.65914,139.6555,1,1,1,1,0,1
1311207200,13112,"代田西丸遺跡","[縄文時代]",35.66143,139.6592,0,0,0,0,0,0
1311207300,13112,"東大原遺跡","[縄文時代（中期）]",35.66686,139.6628,0,0,0,1,0,0
1311207400,13112,"守山遺跡","[縄文時代（中期）][弥生時代]",35.66532,139.6617,0,0,0,1,0,0
1311207500,13112,"明大前駅遺跡","[縄文時代（後期）][近世]",35.66923,139.6512,0,0,0,0,1,0
1311207600,13112,"松原羽根木通遺跡","[縄文時代（早期～晩期）][近世]",35.66495,139.6543,0,1,1,1,1,1
1311207700,13112,"松原小学校遺跡","[縄文時代（中期～後期）]",35.66374,139.6511,0,0,0,1,1,0
1311207900,13112,"羽根木山田邸前遺跡","[縄文時代（中期）]",35.66298,139.6581,0,0,0,1,0,0
1311208100,13112,"桜ヶ丘遺跡","[縄文時代（中期）]",35.66301,139.6566,0,0,0,1,0,0
1311208200,13112,"下山谷遺跡","[縄文時代（中期）]",35.66532,139.672,0,0,0,1,0,0
1311208300,13112,"大山谷遺跡","[縄文時代（中期）]",35.66835,139.6664,0,0,0,1,0,0
1311208400,13112,"池之上遺跡","[縄文時代（中期）]",35.65812,139.6736,0,0,0,1,0,0
1311208500,13112,"多聞山遺跡・三宿城跡","[縄文時代（早期～後期）][古墳時代][中世][近世]",35.65216,139.6755,0,1,1,1,1,1
1311208600,13112,"桜木遺跡","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期）][古墳時代][平安][その他（近代）]",35.64488,139.6412,0,1,1,1,1,1
1311208700,13112,"宮ノ坂遺跡","[縄文時代（中期）]",35.64958,139.6439,0,0,0,1,0,0
1311208900,13112,"大鶏山遺跡","[縄文時代（中期）][弥生時代]",35.64927,139.6485,0,0,0,1,0,0
1311209000,13112,"浄光寺遺跡","[縄文時代（中期）]",35.64023,139.647,0,0,0,1,0,0
1311209100,13112,"元宿遺跡","[縄文時代（早期～前期）]",35.64828,139.6526,0,1,1,0,0,1
1311209200,13112,"松ヶ丘遺跡","[縄文時代（中期）]",35.63985,139.6409,0,0,0,1,0,0
1311209500,13112,"稲荷下遺跡","[縄文時代]",35.635,139.6484,0,0,0,0,0,0
1311209600,13112,"蛇崩遺跡","[旧石器時代][縄文時代（早期～中期）][近世]",35.6413,139.6846,0,1,1,1,0,1
1311209900,13112,"三軒茶屋遺跡","[縄文時代（中期）]",35.64323,139.6704,0,0,0,1,0,0
1311210000,13112,"北丸遺跡","[縄文時代（中期）]",35.63502,139.6699,0,0,0,1,0,0
1311210300,13112,"狸谷遺跡","[縄文時代（中期）]",35.62882,139.6581,0,0,0,1,0,0
1311210500,13112,"瀬田遺跡・瀬田城跡","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.61599,139.6318,0,1,1,1,1,1
1311210700,13112,"下山遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.62158,139.6244,0,1,1,1,1,1
1311211200,13112,"下山北遺跡","[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][中世][近世]",35.62252,139.6227,0,1,1,0,0,1
1311211600,13112,"谷久保遺跡","[縄文時代（中期）]",35.61884,139.6354,0,0,0,1,0,0
1311211700,13112,"鎌ヶ谷遺跡","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.6134,139.6336,0,1,1,1,1,1
1311212100,13112,"谷川上遺跡","[旧石器時代][縄文時代（中期）][古墳時代][中世][近世]",35.60425,139.6451,0,0,0,1,0,0
1311212300,13112,"下野毛遺跡","[旧石器時代][縄文時代（早期～後期）][中世][近世]",35.60424,139.6424,0,1,1,1,1,1
1311212500,13112,"六所東遺跡","[縄文時代（前期～中期）]",35.60633,139.6408,0,0,1,1,0,0
1311214200,13112,"大音寺山遺跡","[縄文時代（中期）]",35.6018,139.6797,0,0,0,1,0,0
1311214300,13112,"諏訪山遺跡","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世]",35.60334,139.6748,0,1,1,1,1,1
1311214400,13112,"八幡前遺跡","[縄文時代（中期）]",35.60486,139.6707,0,0,0,1,0,0
1311214500,13112,"奥沢台遺跡","[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][古墳時代][近世]",35.6037,139.6635,0,0,1,1,1,0
1311214600,13112,"山根遺跡","[縄文時代（中期）]",35.60078,139.6588,0,0,0,1,0,0
1311215200,13112,"祖師北遺跡","[縄文時代（中期）]",35.64713,139.6033,0,0,0,1,0,0
1311215300,13112,"成城南遺跡","[縄文時代（早期・中期）]",35.6368,139.6029,0,1,0,1,0,1
1311215400,13112,"成城駅遺跡","[縄文時代（中期）][古墳時代]",35.64037,139.5999,0,0,0,1,0,0
1311215500,13112,"不動橋・不動坂遺跡","[旧石器時代][縄文時代（早期～後期）][古墳時代]",35.63851,139.5937,0,1,1,1,1,1
1311215800,13112,"西台遺跡","[縄文時代（中期）]",35.6511,139.6001,0,0,0,1,0,0
1311215900,13112,"喜多見陣屋遺跡","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]",35.6261,139.5966,0,1,1,1,1,1
1311219400,13112,"石井土遺跡","[縄文時代]",35.63671774,139.6072457,0,0,0,0,0,0
1311220000,13112,"土器塚遺跡","[旧石器時代][縄文時代（中期）][弥生時代（後期）][古墳時代]",35.65597217,139.6803853,0,0,0,1,1,0
1311220100,13112,"騎兵山遺跡","[縄文時代（早期・中期）][古墳時代][近世][近代]",35.65312672,139.679939,0,1,0,1,0,1
1311220300,13112,"代田栗原遺跡","[縄文時代][古墳時代][近世]",35.65471759,139.6583617,0,0,0,0,0,0
1311220500,13112,"若林本村遺跡","[縄文時代]",35.64964026,139.6578811,0,0,0,0,0,0
1311220600,13112,"若林三角山遺跡","[縄文時代]",35.64994714,139.660559,0,0,0,0,0,0
1311221100,13112,"宇佐前南遺跡","[縄文時代]",35.62389877,139.6385478,0,0,0,0,0,0
1311221400,13112,"丸山南遺跡","[縄文時代（中期）]",35.61714492,139.6465816,0,0,0,1,0,0
1311221500,13112,"将監山遺跡","[旧石器時代][縄文時代][古墳時代][奈良時代]",35.61990997,139.6279678,0,0,0,0,0,0
1311221700,13112,"谷沢台遺跡","[縄文時代]",35.61209313,139.6426677,0,0,0,0,0,0
1311221900,13112,"稲荷丸遺跡","[縄文時代（前期～中期）]",35.6092867,139.637116,0,0,1,1,0,0
1311222300,13112,"等々力東原遺跡","[縄文時代（前期）]",35.61259553,139.6593532,0,0,1,0,0,0
1311223300,13112,"三島野屋敷・下覚東南遺跡","[縄文時代（草創期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]",35.64107299,139.585719,1,1,1,1,0,1
1311223500,13112,"相之原遺跡","[縄文時代（中期）][古墳時代][奈良時代][近世]",35.63108708,139.5926841,0,0,0,1,0,0
1311223800,13112,"八幡山稲荷前遺跡","[縄文時代（早期・中期）][中世][近世]",35.66199384,139.6198115,0,1,0,1,0,1
1311224100,13112,"丸下遺跡","[縄文時代（早期～中期）][近世]",35.66276092,139.6237425,0,1,1,1,0,1
1311224200,13112,"新八山遺跡","[縄文時代（中期）][古墳時代][近世]",35.66380693,139.6283087,0,0,0,1,0,0
1311224600,13112,"嘉留多遺跡","[旧石器時代][縄文時代（早期～晩期）][奈良時代][平安時代]",35.63250431,139.6031945,0,1,1,1,1,1
1311224700,13112,"下野田遺跡","[縄文時代（早期～晩期）][古墳時代][近世]",35.63098942,139.601044,0,1,1,1,1,1
1311224800,13112,"岡本原遺跡","[縄文時代（早期～中期）][古墳時代][中世][近世]",35.62631979,139.620332,0,1,1,1,0,1
1311225000,13112,"稲荷丸北遺跡","[縄文時代（早期～晩期）][古墳時代]",35.61181815,139.6356912,0,1,1,1,1,1
1311225800,13112,"向野田遺跡","[縄文時代（早期～後期）][古墳時代][近世]",35.63911735,139.6044304,0,1,1,1,1,1
1311226400,13112,"喜多見清水遺跡","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]",35.62791983,139.6029495,0,1,0,1,1,1
1311227400,13112,"滝ヶ谷遺跡","[旧石器時代][縄文時代（早期～中期）][奈良時代][近世]",35.62034255,139.6263713,0,1,1,1,0,1
1311227500,13112,"城前遺跡","[縄文時代（早期～後期）]",35.60829709,139.6606921,0,1,1,1,1,1
1311227600,13112,"野窪遺跡","[縄文時代（草創期）]",35.65856281,139.6280512,1,0,0,0,0,0
1311227700,13112,"丸下北遺跡","[縄文時代]",35.66511791,139.6261115,0,0,0,0,0,0
1311227800,13112,"烏山城(砦)跡・烏山南原遺跡","[旧石器時代][縄文時代（中期）][中世][近世]",35.6676234,139.6085982,0,0,0,1,0,0
1311228000,13112,"喜多見中通遺跡","[縄文時代（中期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]",35.63203595,139.5953277,0,0,0,1,1,0
1311228100,13112,"田直遺跡","[旧石器時代][縄文時代(早期～後期)][奈良時代][平安時代][中世][近世]",35.62882062,139.6064007,0,1,1,1,1,1
1311228700,13112,"仙川遺跡","[旧石器時代][縄文時代（前期）][古墳時代]",35.66436561,139.5875251,0,0,1,0,0,0
1311228800,13112,"岡本前耕地遺跡","[縄文時代（早期～晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]",35.62029178,139.6192162,0,1,1,1,1,1
1311229400,13112,"東山遺跡","[旧石器時代][縄文時代（中期）][弥生時代][古墳時代]",35.647854,139.6837499,0,0,0,1,0,0
1311229500,13112,"等々力西根遺跡","[縄文時代（前期～中期）]",35.60195673,139.6512484,0,0,1,1,0,0
1311229600,13112,"等々力原遺跡","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]",35.60406427,139.6479353,0,1,1,1,1,1
1311229700,13112,"等々力根遺跡","[旧石器時代][縄文時代（早期～後期）][古墳時代][中世][近世]",35.60188694,139.6479182,0,1,1,1,1,1
1311229800,13112,"沖ノ谷遺跡","[縄文時代（中期）]",35.606098,139.675095,0,0,0,1,0,0
1311230400,13112,"尾山北原遺跡","[縄文時代（早期）][近世]",35.60129069,139.6532037,0,1,0,0,0,1
1311231400,13112,"諏訪分遺跡","[縄文時代（前期）]",35.596493,139.678253,0,0,1,0,0,0
1311231900,13112,"鶴ヶ久保遺跡","[旧石器時代][縄文時代（中期～後期）][近世]",35.63776747,139.6738242,0,0,0,1,1,0
1311232000,13112,"尾山東原遺跡","[縄文時代（中期）]",35.60050906,139.6551263,0,0,0,1,0,0
1311232100,13112,"寮の坂東遺跡","[縄文時代（中期）][近世]",35.599365,139.656326,0,0,0,1,0,0
1311232200,13112,"岡本原南遺跡","[縄文時代（早期・中期）][古墳時代]",35.62435236,139.6206925,0,1,0,1,0,1
1311232500,13112,"太子堂下本村遺跡","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]",35.65106232,139.6721799,0,1,1,1,1,1
1311232600,13112,"丸山東遺跡","[縄文時代][中世][近世]",35.61929394,139.6481265,0,0,0,0,0,0
1311233300,13112,"天神山遺跡","[旧石器時代][縄文時代（後期）][近世]",35.60138591,139.645084,0,0,0,0,1,0
1311300100,13113,"渋谷区№1遺跡","[縄文時代]",35.69146488,139.683779,0,0,0,0,0,0
1311300200,13113,"渋谷区№2遺跡","[縄文時代][古墳時代][奈良時代][平安時代][近世]",35.67891625,139.6924308,0,0,0,0,0,0
1311300300,13113,"代々木八幡遺跡","[縄文時代（早期～後期）]",35.67131712,139.6886542,0,1,1,1,1,1
1311300600,13113,"渋谷区№6遺跡","[縄文時代（中期）]",35.67449659,139.6897872,0,0,0,1,0,0
1311300700,13113,"渋谷区№7遺跡","[縄文時代（中期）]",35.67072841,139.6753964,0,0,0,1,0,0
1311300800,13113,"渋谷区№8遺跡","[縄文時代（中期）]",35.67117466,139.6794476,0,0,0,1,0,0
1311301000,13113,"渋谷区№10遺跡","[縄文時代（中期）]",35.66749299,139.6796536,0,0,0,1,0,0
1311301100,13113,"渋谷区№11遺跡","[縄文時代（中期）]",35.66478742,139.674847,0,0,0,1,0,0
1311301500,13113,"渋谷区№15遺跡","[縄文時代（中期）]",35.66453638,139.6845631,0,0,0,1,0,0
1311301600,13113,"渋谷区№16遺跡","[縄文時代（中期）]",35.68085216,139.697884,0,0,0,1,0,0
1311302000,13113,"明治神宮北池A貝塚","[縄文時代（後期～晩期]",35.68015498,139.6992573,0,0,0,0,1,0
1311302100,13113,"明治神宮北池B貝塚","[縄文時代（中期）]",35.6784817,139.6971287,0,0,0,1,0,0
1311302600,13113,"渋谷区№26遺跡","[縄文時代（中期）][弥生時代][奈良時代][平安時代]",35.66961276,139.69809,0,0,0,1,0,0
1311302700,13113,"渋谷区№27遺跡","[縄文時代（中期）]",35.6695012,139.6912922,0,0,0,1,0,0
1311302800,13113,"渋谷区№28遺跡","[縄文時代（中期）]",35.67262497,139.6922878,0,0,0,1,0,0
1311303000,13113,"渋谷区№30遺跡","[縄文時代（中期）]",35.66534528,139.6962704,0,0,0,1,0,0
1311303300,13113,"渋谷区№33遺跡","[縄文時代（中期）]",35.659973,139.689774,0,0,0,1,0,0
1311303800,13113,"渋谷区№38遺跡","[縄文時代（中期）]",35.65743279,139.6968781,0,0,0,1,0,0
1311303900,13113,"渋谷区№39遺跡","[旧石器時代][縄文時代（中期）]",35.65605875,139.6980297,0,0,0,1,0,0
1311304200,13113,"渋谷区№42遺跡","[縄文時代（中期）][弥生時代]",35.65499869,139.7007763,0,0,0,1,0,0
1311304400,13113,"渋谷区№44遺跡","[縄文時代（中期）]",35.65149082,139.699453,0,0,0,1,0,0
1311304600,13113,"鶯谷遺跡","[縄文時代（中期～後期）]",35.65307382,139.7020809,0,0,0,1,1,0
1311304900,13113,"渋谷区№49遺跡","[縄文時代（中期）]",35.65086991,139.701051,0,0,0,1,0,0
1311305300,13113,"渋谷区№53遺跡","[縄文時代（中期）]",35.64955871,139.7029392,0,0,0,1,0,0
