JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度,色
1321500500,13215,5,かりやうえにしいせき,仮屋上西遺跡,国立市 谷保,[旧石器時代][縄文時代（中期）][平安時代][中世],集落,[奈良時代]住居跡 溝状遺構 [平安時代]住居跡 土坑 ピット,土師器 須恵器 陶器 須恵器質陶器 刀子 紡錘車 古銭(隆平永寶) 風字硯,139.4417242,35.6828501,"rgb(255,192,203)"
1321500600,13215,6,かりやうえいせき,仮屋上遺跡,国立市 谷保 富士見台二丁目,[縄文時代（中期）][奈良時代][平安時代][中世],集落,[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑,縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦,139.4435438,35.68276644,"rgb(255,192,203)"
1321501300,13215,13,なんようじいせき,南養寺遺跡,国立市 谷保,[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構,縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨,139.4324542,35.68022068,"rgb(255,192,203)"
1321501500,13215,15,じょうやまいせき,城山遺跡,国立市 谷保,[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世],包蔵地,[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構,縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品,139.436334,35.67944785,"rgb(255,192,203)"
1321501700,13215,17,（でん．つのとのさぶろうやかたあと）みたじょうあと,（伝．津戸三郎館跡）三田城跡,国立市 谷保,[中世],城館,[中世]井戸 空堀 曲輪 土塁,陶器,139.4378103,35.6791132,"rgb(255,192,203)"
1321502000,13215,20,せきいものあと,関鋳物址,国立市 谷保,[中世][近世],その他（鋳物工房跡）,[中世]周溝 [近世]土坑 [近世]建物址 焼土址 井戸址 溝状遺構 建物址 柱穴,板碑 陶磁器類 銅製品 鉄製品 銭貨 瓦 砥石 石臼 鋳型 鋳型関連遺物 羽口 小型坩堝 スラグ 土製品 鉄滓,139.4455799,35.67939799,"rgb(255,192,203)"
1321502100,13215,21,ばいりんいせき,梅林遺跡,国立市 谷保,[縄文時代（中期）][奈良時代][平安時代][中世][近世],包蔵地,[中世]溝状遺構,縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器,139.4453291,35.67894587,"rgb(255,192,203)"
1321502200,13215,22,しもやぼいせき,下谷保遺跡,国立市 谷保,[縄文時代（早期・中期）][古墳時代][平安時代][中世],集落,[縄文時代]住居 竪穴状遺構 集石 土坑 [古墳時代]住居 土坑,縄文土器 打斧 局部磨製石斧 礫器 石槍 石鏃 掻器 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 砥石 土師器 須恵器 管玉 陶磁器,139.4485839,35.6773761,"rgb(255,192,203)"
1321901900,13219,19,いずみいせき,和泉遺跡,狛江市 和泉本町一丁目,[縄文時代][古墳時代][中世],集落,[古墳時代]住居 [時代不明]竪穴状遺構 土坑 地下式土坑,縄文土器 土師器 須恵器,139.576985,35.63739759,"rgb(255,192,203)"
1321903600,13219,36,てらまえひがしいせき,寺前東遺跡,狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目,[縄文時代（早期～前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構,縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨,139.5796233,35.62964658,"rgb(255,192,203)"
1321904000,13219,40,たなか・てらまえいせき,田中・寺前遺跡,狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構,縄文土器 打斧 土師器 須恵器 陶磁器,139.5750064,35.63116728,"rgb(255,192,203)"
1321904201,13219,42-1,べんてんいけいせき,弁財天池遺跡,狛江市 中和泉一丁目,[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑,ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具,139.575899,35.63310663,"rgb(255,192,203)"
1321904401,13219,44-1,だぐらづかこふん,駄倉塚古墳,狛江市 中和泉一丁目,[縄文時代（中期）][古墳時代][中世][近世],包蔵地・古墳,円墳,円筒埴輪,139.5778903,35.63406932,"rgb(255,192,203)"
1321904600,13219,46,ひがしづかこふん,東塚古墳,狛江市 中和泉一丁目,[古墳時代]［中世］,古墳,円墳 [古墳時代]周溝 葺石,円筒埴輪,139.5767058,35.63531102,"rgb(255,192,203)"
1321905000,13219,50,きょうづかいせき,経塚遺跡,狛江市 中和泉一丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世],集落,[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群,縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ,139.574354,35.63372052,"rgb(255,192,203)"
1321905100,13219,51,きょうづかこふん,経塚古墳,狛江市 中和泉一丁目,[古墳時代][中世],古墳,円墳 [古墳時代]周溝 葺石 石棺,打斧 埴輪 蔵骨器 板碑 陶磁器,139.5748851,35.63350064,"rgb(255,192,203)"
1321906500,13219,65,いりうえいせき,圦上遺跡,狛江市 中和泉三丁目 中和泉四丁目,[縄文時代（中期～晩期）][弥生時代][古墳時代][奈良時代][中世],集落,[縄文時代]住居 [古墳時代]住居 [奈良時代]住居 [中世]地下式土坑,縄文土器 打斧 石鏃 石匙 石錐 凹石 耳飾 土製勾玉 石剣 岩版 土偶 弥生土器 土師器 須恵器 銭貨 陶磁器,139.5672118,35.63463074,"rgb(255,192,203)"
1321906800,13219,68,ぎょくせんじまえいせき,玉泉寺前遺跡,狛江市 東和泉四丁目,[中世][近世],包蔵地・その他の墓・その他（溝）,[中世][近世]土,,139.5732031,35.62731646,"rgb(255,192,203)"
1322901100,13229,11,しもやぎさわいせき,下柳沢遺跡,西東京市 東伏見二丁目 東伏見三丁目,[旧石器時代][縄文時代(草創期～後期)][中世][近世],集落・その他の墓,[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [中]井戸 地下式土坑 [近世]土坑 井戸 溝 水車 畑 水田,縄文土器 石器 剥片 焼礫 陶磁器 土師質土器 瓦質土器 茶臼 板碑 銭貨,139.5642,35.72665,"rgb(255,192,203)"
