JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度,色
1311221900,13112,219,いなりまるいせき,稲荷丸遺跡,世田谷区 上野毛二丁目 上野毛三丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器,139.637116,35.6092867,"rgb(165,42,42)"
1311222300,13112,223,とどろきひがしはら,等々力東原遺跡,世田谷区 等々力六丁目,[縄文時代（前期）],包蔵地,,縄文土器,139.6593532,35.61259553,"rgb(165,42,42)"
1311223300,13112,233,みしまのやしき・しもがくとうみなみいせき,三島野屋敷・下覚東南遺跡,世田谷区 喜多見九丁目,[縄文時代（草創期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,,縄文土器 弥生土器 土師器 陶磁器,139.585719,35.64107299,"rgb(165,42,42)"
1311223500,13112,235,あいのはら,相之原遺跡,世田谷区 喜多見四丁目,[縄文時代（中期）][古墳時代][奈良時代][近世],集落,[古墳時代]住居 [奈良時代]住居 ピット 土坑 溝 [近世]ピット,縄文土器 土師器 須恵器 鉄鏃 砥石 滑石製臼玉 石製模造品 陶磁器 鉄滓 埴輪 紡錘車,139.5926841,35.63108708,"rgb(165,42,42)"
1311223800,13112,238,はちまんやまいなりまえいせき,八幡山稲荷前遺跡,世田谷区 八幡山一丁目,[縄文時代（早期・中期）][中世][近世],集落,[縄文時代]土坑 ピット [中世][近世]溝 井戸 土坑 ピット,縄文土器 石器 土製品 陶磁器 土師質土器 煙管 鉄製石 碁石,139.6198115,35.66199384,"rgb(165,42,42)"
1311224100,13112,241,まるしたいせき,丸下遺跡,世田谷区 八幡山一丁目 上北沢一丁目,[縄文時代（早期～中期）][近世],集落,,縄文土器 石器,139.6237425,35.66276092,"rgb(165,42,42)"
1311224200,13112,242,しんぱちやまいせき,新八山遺跡,世田谷区 上北沢一丁目 桜上水五丁目,[縄文時代（中期）][古墳時代][近世],集落,[縄文時代]ピット [近世]溝 土坑 ピット,縄文土器 土師器 磁器 石臼 陶磁器,139.6283087,35.66380693,"rgb(165,42,42)"
1311224600,13112,246,かるたいせき,嘉留多遺跡,世田谷区 成城一丁目,[旧石器時代][縄文時代（早期～晩期）][奈良時代][平安時代],集落,[旧石器時代]ブロック 礫群 炭化物集中箇所 [縄文時代]住居 竪穴状遺構 集石土坑 炉穴群 土坑 ピット [近世]溝状遺構 道路,縄文土器 石器 弥生土器 土師器 須恵器 炭化果核 銭貨,139.6031945,35.63250431,"rgb(165,42,42)"
1311224700,13112,247,しものだいせき,下野田遺跡,世田谷区 喜多見五丁目 喜多見六丁目 喜多見七丁目,[縄文時代（早期～晩期）][古墳時代][近世],包蔵地,,縄文土器 石槍 石器 土師器 陶磁器,139.601044,35.63098942,"rgb(165,42,42)"
1311224800,13112,248,おかもとはらいせき,岡本原遺跡,世田谷区 岡本一丁目,[縄文時代（早期～中期）][古墳時代][中世][近世],包蔵地,[古墳時代]溝,縄文土器 土師器 紡錘車 陶磁器,139.620332,35.62631979,"rgb(165,42,42)"
1311225000,13112,250,いなりまるきたいせき,稲荷丸北遺跡,世田谷区 上野毛三丁目,[縄文時代（早期～晩期）][古墳時代],集落・貝塚,[縄文時代]住居 土坑 ピット [古墳時代]住居 掘立柱建物 土坑 [近世]ピット 溝?,石器 縄文土器 土錘 土製円板 けつ状耳飾 弥生土器 土師器 須恵器 装身具 陶磁器,139.6356912,35.61181815,"rgb(165,42,42)"
1311225800,13112,258,むかいのだいせき,向野田遺跡,世田谷区 砧七丁目 砧八丁目,[縄文時代（早期～後期）][古墳時代][近世],集落,[縄文時代]集石 土坑群 ピット群,縄文土器 石器,139.6044304,35.63911735,"rgb(165,42,42)"
1311226400,13112,264,きたみしみずいせき,喜多見清水遺跡,世田谷区 喜多見五丁目,[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝,縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品,139.6029495,35.62791983,"rgb(165,42,42)"
1311227400,13112,274,たきがやいせき,滝ヶ谷遺跡,世田谷区 瀬田四丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][近世],集落,[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 溝 [古墳時代]土坑? [奈良時代]住居,主な出土品,139.6263713,35.62034255,"rgb(165,42,42)"
1311227500,13112,275,しろまえいせき,城前遺跡,世田谷区 奥沢七丁目,[縄文時代（早期～後期）],包蔵地,,縄文土器 焼礫 陶器,139.6606921,35.60829709,"rgb(165,42,42)"
1311227600,13112,276,のくぼいせき,野窪遺跡,世田谷区 桜上水二丁目,[縄文時代（草創期）],包蔵地,,石槍,139.6280512,35.65856281,"rgb(165,42,42)"
1311227700,13112,277,まるしたきたいせき,丸下北遺跡,世田谷区 上北沢一丁目 上北沢三丁目 桜上水五丁目,[縄文時代],包蔵地,,縄文土器 石鏃 剥片,139.6261115,35.66511791,"rgb(165,42,42)"
1311227800,13112,278,からすやまじょう（とりで）せき・からすやまみなみはらいせき,烏山城(砦)跡・烏山南原遺跡,世田谷区 南烏山一丁目 南烏山二丁目,[旧石器時代][縄文時代（中期）][中世][近世],集落・城館,[旧石器時代]ブロック 礫群 [近世]溝状遺構 [時期不明]溝,石器 焼礫 縄文土器 陶磁器,139.6085982,35.6676234,"rgb(165,42,42)"
1311228000,13112,280,きたみなかどおりいせき,喜多見中通遺跡,世田谷区 喜多見七丁目,[縄文時代（中期～晩期）][古墳時代][奈良時代][平安時代][中世][近世],集落,,土師器,139.5953277,35.63203595,"rgb(165,42,42)"
1311228100,13112,281,たなおしいせき,田直遺跡,世田谷区 大蔵五丁目,[旧石器時代][縄文時代(早期～後期)][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居址 土坑 炉穴 集石 ピット 配石 遺物集中部 土器埋設土坑 [古代以降]溝 土坑 ピット [中世以降]土坑 [近世以降]段切り ピット,[旧石器時代]石器 [縄文時代]土器 石器 土製品 石製品（装飾品） [古代以降]土師器 須恵器 [中世以降]陶磁器 [近世以降]陶磁器,139.6064007,35.62882062,"rgb(165,42,42)"
1311228700,13112,287,せんがわいせき,仙川遺跡,世田谷区 給田三丁目,[旧石器時代][縄文時代（前期）][古墳時代],集落,[旧石器時代]ブロック [古墳時代]住居,,139.5875251,35.66436561,"rgb(165,42,42)"
1311228800,13112,288,おかもとまえこうちいせき,岡本前耕地遺跡,世田谷区 岡本二丁目,[縄文時代（早期～晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石 杭列 [近世]溝,縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器,139.6192162,35.62029178,"rgb(165,42,42)"
1311229400,13112,294,ひがしやまいせき,東山遺跡,世田谷区 池尻一丁目 池尻二丁目,[旧石器時代][縄文時代（中期）][弥生時代][古墳時代],集落,[縄文時代]竪穴 土坑,縄文土器 石器,139.6837499,35.647854,"rgb(165,42,42)"
1311229500,13112,295,とどろきにしねいせき,等々力西根遺跡,世田谷区 等々力一丁目 尾山台二丁目,[縄文時代（前期～中期）],包蔵地,[縄文時代]逆堆積土坑,縄文土器 石器,139.6512484,35.60195673,"rgb(165,42,42)"
1311229600,13112,296,とどろきはらいせき,等々力原遺跡,世田谷区 等々力一丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世],集落,[縄文時代]住居 土坑 [弥生時代]住居,石器 縄文土器 石器 弥生土器 陶磁器 銭貨,139.6479353,35.60406427,"rgb(165,42,42)"
1311229700,13112,297,とどろきねいせき,等々力根遺跡,世田谷区 等々力一丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][中世][近世],集落,,縄文土器 石器 土製品 陶磁器 銭貨 鉄製品 土錘 砥石 瓦 土師質土器 硯 礫 埴輪 須恵器 金属製品 ガラス製品,139.6479182,35.60188694,"rgb(165,42,42)"
1311229800,13112,298,おきのたにいせき,沖ノ谷遺跡,世田谷区 奥沢二丁目,[縄文時代（中期）],包蔵地,,,139.675095,35.606098,"rgb(165,42,42)"
1311230400,13112,304,おやまきたはらいせき,尾山北原遺跡,世田谷区 尾山台二丁目,[縄文時代（早期）][近世],包蔵地,[近世]ピット 礎石建物址,縄文土器 石器 礫 陶磁器 銭貨 煙管,139.6532037,35.60129069,"rgb(165,42,42)"
1311231400,13112,314,すわぶんいせき,諏訪分遺跡,世田谷区 東玉川一丁目,[縄文時代（前期）],集落,,,139.678253,35.596493,"rgb(165,42,42)"
1311231900,13112,319,つるがくぼいせき,鶴ヶ久保遺跡,世田谷区 野沢一丁目 下馬三丁目,[旧石器時代][縄文時代（中期～後期）][近世],集落,[縄文時代]住宅 竪穴 土坑 集石土坑 野外炉 屋外埋甕 伏甕 掘立柱建物跡 ピット [近世]～溝 地下式杭 井戸 土坑 建物跡 ピット,石器 縄文土器 土製品 石器 装飾品 陶磁器 土製品 石製品 銭貨 金属製品 硝子製品,139.6738242,35.63776747,"rgb(165,42,42)"
1311232000,13112,320,おやまひがしはらいせき,尾山東原遺跡,世田谷区 尾山台二丁目,[縄文時代（中期）],包蔵地,,,139.6551263,35.60050906,"rgb(165,42,42)"
1311232100,13112,321,りょうのさかひがしいせき,寮の坂東遺跡,世田谷区 尾山台一丁目,[縄文時代（中期）][近世],包蔵地,,,139.656326,35.599365,"rgb(165,42,42)"
1311232200,13112,322,おかもとはらみなみいせき,岡本原南遺跡,世田谷区 岡本一丁目,[縄文時代（早期・中期）][古墳時代],集落,,,139.6206925,35.62435236,"rgb(165,42,42)"
1311232500,13112,325,たいしどうしもほんむらいせき,太子堂下本村遺跡,世田谷区 三宿二丁目 太子堂三丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世],集落,,,139.6721799,35.65106232,"rgb(165,42,42)"
1311232600,13112,326,まるやまひがしいせき,丸山東遺跡,世田谷区 深沢五丁目,[縄文時代][中世][近世],包蔵地,,,139.6481265,35.61929394,"rgb(165,42,42)"
1311233300,13112,333,てんじんやまいせき,天神山遺跡,世田谷区 野毛一丁目,[旧石器時代][縄文時代（後期）][近世],集落,,,139.645084,35.60138591,"rgb(165,42,42)"
1320200100,13202,1,にしすながわいせき,西砂川遺跡,立川市 西砂町四丁目,[縄文時代（早期～前期）],包蔵地,,縄文土器,139.3588667,35.73631785,"rgb(165,42,42)"
1320200200,13202,2,とのがやしんでんいせき,殿ヶ谷新田遺跡,立川市 西砂町五丁目,[縄文時代（中期）][平安時代][中世],包蔵地,畝状遺構 ピット 土杭（時代不明）,尖頭器 縄文土器 打斧 石鏃 土師器 陶器,139.3647032,35.73408838,"rgb(165,42,42)"
1320200300,13202,3,まつなかっぱらいせき,松中ッ原遺跡,立川市 一番町五丁目,[旧石器時代][縄文時代（早期）],包蔵地,,尖頭器 石鏃,139.3754836,35.73202607,"rgb(165,42,42)"
1320200700,13202,7,おおやまどうひがしいせき,大山道東遺跡,立川市 砂川町二丁目,[旧石器時代][縄文時代],包蔵地,,尖頭器 掻器 磨石 スタンプ形石器,139.4020567,35.72115623,"rgb(165,42,42)"
1320200800,13202,8,かわごえどうにしいせき,川越道西遺跡,立川市 幸町五丁目,[縄文時代],包蔵地,,石鏃,139.4221754,35.72723237,"rgb(165,42,42)"
1320200900,13202,9,かんのんじはらいせき,観音寺原遺跡,立川市 栄町四丁目,[旧石器時代][縄文時代],包蔵地,,ナイフ形石器 尖頭器 縄文土器 石鏃,139.4243041,35.71245929,"rgb(165,42,42)"
1320201100,13202,11,だいいせき,台遺跡,立川市 富士見町三丁目,[縄文時代（中期）][奈良時代][平安時代],集落,[奈良時代][平安時代]住居 土坑,縄文土器 土師器 須恵器,139.3906385,35.6976392,"rgb(165,42,42)"
1320201400,13202,14,おおわだいせき,大和田遺跡,立川市 柴崎町四丁目 錦町五丁目,[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝,尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨,139.4089033,35.69072429,"rgb(165,42,42)"
1320201500,13202,15,ふさいじいせき,普済寺遺跡,立川市 柴崎町四丁目,[縄文時代（中期）],包蔵地,[縄文時代]土坑 ピット,縄文土器 打斧,139.4044053,35.69032936,"rgb(165,42,42)"
1320201800,13202,18,むかいごういせき,向郷遺跡,立川市 錦町四丁目 羽衣町三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代],集落,[縄文時代]住居 集石 土坑 炉穴,ナイフ形石器 縄文土器 打斧 磨斧 石鏃 磨石 土師器,139.4234894,35.69047063,"rgb(165,42,42)"
1320201900,13202,19,だいのしたいせき,台の下遺跡,立川市 富士見町三丁目,[縄文時代][奈良時代][平安時代][中世][近世],集落,[平安時代]住居 土坑 [近世]水路 [時代不明]柱穴 溝状遺構,縄文土器 土師器 須恵器 陶磁器 緑釉陶器 灰釉陶器 鉄製品,139.3898832,35.69630088,"rgb(165,42,42)"
1320202000,13202,20,しもおおわだいせき,下大和田遺跡,立川市 柴崎町三丁目 柴崎町四丁目 錦町二丁目 錦町五丁目,[縄文時代（中期）][奈良時代][平安時代][近世],集落,[旧石器時代]礫群 [縄文時代]土坑 ピット 埋甕 [奈良時代][平安時代]住居 掘立柱建物 土坑 ピット 溝状遺構 他,縄文土器 石器 土師器 須恵器 灰釉陶器 陶磁器 鉄製品,139.4104825,35.6913935,"rgb(165,42,42)"
1320202100,13202,21,,立川市№21遺跡,立川市 柴崎町一丁目 柴崎町四丁目,[縄文時代（前期～中期）][奈良時代][平安時代],集落,[縄文時代]土坑,縄文土器 石器 土師器 須恵器,139.4059507,35.69256461,"rgb(165,42,42)"
1320300300,13203,3,ごてんやまいせき,御殿山遺跡,武蔵野市 御殿山一丁目,[旧石器時代][縄文時代（早期～後期）],包蔵地,[縄文時代]住居跡 土坑 屋外炉 敷石住居,ナイフ形石器 剥片 縄文土器 打斧 磨斧 石槍 石鏃 石皿 磨石 凹石 敲石 砥石 土錘 台状土製品 叩石 尖頭器 石錐,139.5731,35.70024,"rgb(165,42,42)"
1320300400,13203,4,きちじょうじみなみちょういっちょうめいせき,吉祥寺南町一丁目遺跡,武蔵野市 吉祥寺南町一丁目,[旧石器時代] [縄文時代（早期～中期）],包蔵地,［旧石器時代］ブロック 礫群［縄文土器］土坑 陥し穴 ピット 埋甕,尖頭器 縄文土器 石鏃 打斧 灯明皿 スクレイパー ナイフ形石器 磨斧 敲石,139.5804,35.70076,"rgb(165,42,42)"
1320300500,13203,5,きちじょうじみなみちょうさんちょうめいせき,吉祥寺南町三丁目遺跡,武蔵野市 吉祥寺南町三丁目,[旧石器時代] [縄文時代（早期～後期）] [平安時代],包蔵地,ブロック 礫群 土坑 集石 ピット,石器 縄文土器 細石刃 スクレイパー 打製石斧 敲石 剥片,139.5852,35.69714,"rgb(165,42,42)"
1320400100,13204,1,あいしーゆーこうないいせきぐん,ICU構内遺跡群,三鷹市 大沢三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石,石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器,139.5281783,35.6866886,"rgb(165,42,42)"
1320400200,13204,2,のがわこうえんいせき,野川公園遺跡,三鷹市 大沢三丁目,[旧石器時代][縄文時代（中期）][近世],包蔵地,,縄文土器　陶磁器,139.5294654,35.68325278,"rgb(165,42,42)"
1320400300,13204,3,さかうえいせき,坂上遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～後期）],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　敷石住居　集石　集石土坑　溝状遺構,石器　縄文土器　石器　土偶,139.5313359,35.68085111,"rgb(165,42,42)"
1320400500,13204,5,さかしたいせき,坂下遺跡,三鷹市 大沢六丁目,[縄文時代（中期）][近世],包蔵地,,縄文土器　石器　陶磁器,139.5272323,35.68011585,"rgb(165,42,42)"
1320400600,13204,6,でやまいせき,出山遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構,石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器,139.5331371,35.67883908,"rgb(165,42,42)"
1320400800,13204,8,あいそううらいせき,相曽浦遺跡,三鷹市 大沢二丁目,[縄文時代（前期～中期）][近世],包蔵地,集石　配石　溝状遺構,縄文土器　石器　陶磁器,139.5311942,35.67851858,"rgb(165,42,42)"
1320400900,13204,9,とびばしいせき,飛橋遺跡,三鷹市 大沢六丁目,[縄文時代（中期）],包蔵地,,縄文土器　石器,139.52998,35.67678015,"rgb(165,42,42)"
1320401000,13204,10,のみずばしいせき,野水橋遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期・中期）][中世],包蔵地,,石器　縄文土器　石器　板碑,139.5326815,35.67554427,"rgb(165,42,42)"
1320401200,13204,12,てんもんだいこうないいせき,天文台構内遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット,石器　縄文土器　石器　土師器　陶磁器,139.5359284,35.67582296,"rgb(165,42,42)"
1320401400,13204,14,ふるはちまんいせき,古八幡遺跡,三鷹市 大沢二丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石,石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材,139.5358014,35.67239775,"rgb(165,42,42)"
1320401500,13204,15,しもはらいせき,下原遺跡,三鷹市 大沢四丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代],包蔵地,[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝,石器　縄文土器　須恵器　陶磁器　鉄製品,139.5373271,35.66874042,"rgb(165,42,42)"
1320401600,13204,16,しみずばしいせき,清水橋遺跡,三鷹市 大沢四丁目,[縄文時代（中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）,139.5407272,35.66787721,"rgb(165,42,42)"
1320401700,13204,17,しもっぱたいせき,下畠遺跡,三鷹市 大沢四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.540178,35.6647383,"rgb(165,42,42)"
1320401800,13204,18,はらいせき,原遺跡,三鷹市 大沢一丁目,[旧石器時代][縄文時代（草創期～中期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　集石　集石土坑　溝状遺構　[時代不明]ピット,石器　縄文土器　石器　土製円板　人形状土製品　陶磁器　銭貨,139.5407709,35.67571175,"rgb(165,42,42)"
1320402000,13204,20,はねざわだいいせき,羽根沢台遺跡,三鷹市 大沢一丁目　 大沢四丁目,[旧石器時代][縄文時代（早期～中期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]集石　集石土坑　炉穴　[時代不明]土坑　ピット　溝状遺構,ナイフ形石器　斧形石器　敲石　台石　礫　縄文土器　打斧　磨斧　石皿　磨石　スタンプ形石器　けつ状耳飾　陶磁器　銭貨,139.5404034,35.66997304,"rgb(165,42,42)"
1320402300,13204,23,ながくぼいせき,長久保遺跡,三鷹市 新川六丁目,[旧石器時代][縄文時代（早期・中期）][近世],包蔵地,[旧石器時代]ユニット　[縄文時代]土坑　[近世]土坑　ピット　地下室　溝　[時代不明]皿鉢状遺構,石器　縄文土器　石器　陶磁器　ガラス製品,139.5651184,35.68168289,"rgb(165,42,42)"
1320402400,13204,24,ながしまいせき,長嶋遺跡,三鷹市 新川三丁目　 新川六丁目,[旧石器時代][縄文時代（早期・中期～後期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]集石　炉穴　陥し穴　[時代不明]ピット　溝状遺構,石器　縄文土器　陶磁器　石製品　銭貨　人骨,139.5677619,35.67933557,"rgb(165,42,42)"
1320402500,13204,25,みなみだいいせき,南台遺跡,三鷹市 新川六丁目,[縄文時代（前期～中期）][平安時代][近世],包蔵地,,縄文土器　須恵器　磁器,139.5652209,35.67565823,"rgb(165,42,42)"
1320600100,13206,1,むさしこくぶんじあとかんれんいせき,武蔵国分寺跡関連遺跡,府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目,[旧石器時代][縄文時代（前期～後期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝,ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管,139.470458,35.69050485,"rgb(165,42,42)"
1320600200,13206,2,むさしこくふかんれんいせき,武蔵国府関連遺跡,府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],官衙・集落,奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構,須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦,139.4847811,35.67019899,"rgb(165,42,42)"
1320600300,13206,3,みたけづか,御岳塚,府中市 本宿町一丁目,［縄文時代（前期～中期）］［奈良時代］［平安時代］[中世]［近世］,包蔵地・塚,[中世]周溝,,139.457327,35.67054776,"rgb(165,42,42)"
1320804700,13208,47,こくりょうみなみいせき,国領南遺跡,調布市 国領町五丁目　 国領町六丁目,[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝,ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器,139.5532333,35.64551589,"rgb(165,42,42)"
1320804800,13208,48,あげきゅういせき,上ヶ給遺跡,調布市 国領町四丁目　 国領町七丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝,縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器,139.5602214,35.6443852,"rgb(165,42,42)"
1320804900,13208,49,そめちいせき,染地遺跡,調布市 染地二丁目　 染地三丁目,[縄文時代（晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代],集落,[弥生時代]住居　炉　[古墳時代]土坑　生産工房　[古墳時代][奈良時代][平安時代]住居　道路　溝　鍛冶工房　[中世]溝　濠　[近世]土葬墓,縄文土器　石器　石製品　弥生土器　土師器　須恵器　墨書土器　陶器（灰釉・緑釉）　紡錘車　勾玉　臼玉　ガラス玉　金属製品　陶磁器　板碑　小鉄仏　瓦　銭貨　木製品,139.5573796,35.64174287,"rgb(165,42,42)"
1320805000,13208,50,とびたきゅうきたいせき,飛田給北遺跡,調布市 西町　 飛田給一丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代][近世],集落,[旧石器時代]礫群　[縄文時代]土坑　陥穴　[古墳時代]住居　竪穴状遺構　竈　土坑　竪穴住居　[近世]ピット列　土坑　溝,ナイフ形石器　細石刃　掻器　敲石　磨石　石核　剥片　砕片　縄文土器　打斧　礫器　石槍　石皿　磨石　土玉　土師器　須恵器　砥石　帯金具　陶磁器　打製石斧　墨書土器,139.5240667,35.66610443,"rgb(165,42,42)"
1321000100,13210,1,ぬくいいせき,貫井遺跡,小金井市 貫井南町三丁目,[旧石器時代][縄文時代（早期～後期）],集落,[縄文時代]住居 集石 土坑群,剥片 縄文土器 磨斧 石斧 石鏃 石匙 石皿 磨石 耳栓 硬玉製大珠 土製垂飾,139.4939,35.69959,"rgb(165,42,42)"
1321000200,13210,2,はけうえいせき,はけうえ遺跡,小金井市 貫井南町三丁目 前原町三丁目,[旧石器時代][縄文時代（草創期～後期）],集落,[旧石器時代]礫群 [縄文時代]住居 集石 土坑,ナイフ形石器 尖頭器 細石刃 局部磨斧 縄文土器 石斧 石鏃 石皿 スタンプ形石器,139.4983,35.69911,"rgb(165,42,42)"
1321000301,13210,3-1,へいたいさかいせき,平代坂遺跡,小金井市 前原町三丁目,[旧石器時代][縄文時代（中期）][中世],集落,[旧石器時代]礫群 [縄文時代]住居 [中世]地下式土坑,ナイフ形石器 尖頭器 礫器 磨石 石核 縄文土器 陶器,139.5012,35.69879,"rgb(165,42,42)"
1321000400,13210,4,にしのだいいせき,西之台遺跡,小金井市 前原町三丁目 中町四丁目,[旧石器時代][縄文時代（草創期～後期）],集落,[旧石器時代]礫群 [縄文時代]集石 炉穴 土坑,ナイフ形石器 尖頭器 有舌尖頭器 細石刃 細石核 掻器 石核 縄文土器 石斧 スタンプ形石器,139.5062,35.69861,"rgb(165,42,42)"
1321000500,13210,5,なかざんやいせき,中山谷遺跡,小金井市 中町一丁目 中町二丁目 中町三丁目,[旧石器時代][縄文時代（早期～後期）],集落,[縄文時代]住居 集石土坑 土坑,細石刃 細石核 礫器 錐状石器 石核 剥片 縄文土器 石斧 石鏃 石匙 石皿 磨石 土器片錘 土製円板,139.5119,35.69695,"rgb(165,42,42)"
1321000600,13210,6,くりやまいせき,栗山遺跡,小金井市 中町一丁目 東町五丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群 [縄文時代]住居 土坑群,ナイフ形石器 細石核 剥片 縄文土器 石斧 石鏃 石皿 磨石 土器片錘 土製円板 土偶,139.519,35.69282,"rgb(165,42,42)"
1321000700,13210,7,あいしーゆーろけーしょん15いせき,ICULoc.15遺跡,小金井市 東町一丁目 東町五丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群 [縄文時代]土坑,ナイフ形石器 掻器 削器 石核 剥片 縄文土器,139.5235,35.68939,"rgb(165,42,42)"
