JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,取得住所,色,経度,緯度
1320511100,13205,111,けー-8（いちかいと）いせき,K-8（市街道）遺跡,青梅市 野上町一丁目,[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世],包蔵地,[古墳時代][平安時代]住居　[中世]溝跡　[近世]土坑,縄文土器　土師器　須恵器　近世銭,東京都青梅市野上町一丁目,blue,139.28566529728076,35.7965669623982
1320511200,13205,112,,青梅市№112遺跡,青梅市 大門一丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　石鏃　土師器　須恵器,東京都青梅市大門一丁目,blue,139.28415467582118,35.79943513719299
1320511300,13205,113,けー-22いせき,K-22遺跡,青梅市 大門一丁目,[奈良時代][平安時代],包蔵地,,土師器　須恵器,東京都青梅市大門一丁目,blue,139.28621461267204,35.79990851568962
1320511400,13205,114,けー-21いせき,K-21遺跡,青梅市 大門,[縄文時代（中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市大門,blue,139.28573396062012,35.80057681006656
1320511500,13205,115,けー-26いせき,K-26遺跡,青梅市 大門一丁目,[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市大門一丁目,blue,139.28971650436898,35.79901744812922
1320511600,13205,116,かすみだい（けー-27・28・29）いせき,霞台(K-27・28・29)遺跡,青梅市 大門二丁目　 今寺三丁目　 野上町二丁目,[旧石器時代][縄文時代（前期～中期）]［弥生時代（後期）］[古墳時代][奈良時代][平安時代][中世],集落,[縄文時代]土坑　ピット　[弥生時代][古墳時代]住居　ピット　輪土坑　[奈良時代]住居,ナイフ形石器　尖頭器　縄文土器　石槍　石鏃　掻器　炭化材　弥生土器　土師器　須恵器　砥石　滑石製管玉　木器　炭化米,東京都青梅市大門三丁目２番,blue,139.2931154006476,35.79653911701084
1320511700,13205,117,けー-14いせき,K-14遺跡,青梅市 塩船,[縄文時代（前期）],包蔵地,,縄文土器,東京都青梅市塩船,blue,139.2801721332183,35.8053939298981
1320511800,13205,118,,青梅市№118遺跡,青梅市 塩船,[中世],横穴墓,,,東京都青梅市塩船,blue,139.27996613943498,35.80508764713838
1320511900,13205,119,にゅうじょうづか,入定塚,青梅市 塩船,[中世],塚,,,東京都青梅市塩船,blue,139.28099610769672,35.804753519627226
1320512000,13205,120,,青梅市№120遺跡,青梅市 塩船,[中世],墓地,,板碑,東京都青梅市塩船,blue,139.28120210148,35.804140950112085
1320512100,13205,121,けー-15いせき,K-15遺跡,青梅市 塩船,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　弥生土器　土師器　須恵器,東京都青梅市塩船,blue,139.2819574111457,35.80411310525503
1320512200,13205,122,おっこし（けー-16）いせき,打越(K-16)遺跡,青梅市 塩船,[縄文時代（前期～中期）][奈良時代][平安時代][中世],包蔵地,,縄文土器　須恵器　蔵骨器,東京都青梅市塩船,blue,139.28312470837804,35.80386250747543
1320512300,13205,123,けー-17いせき,K-17遺跡,青梅市 塩船,[縄文時代（前期）],包蔵地,,縄文土器,東京都青梅市塩船,blue,139.2837083573216,35.80302717370901
1320512400,13205,124,けー-18いせき,K-18遺跡,青梅市 塩船,[旧石器時代][縄文時代（早期～前期）]［平安時代］,包蔵地,,尖頭器　縄文土器,東京都青梅市塩船,blue,139.28487565520874,35.80447507913793
1320512500,13205,125,つか（にき）,塚（2基）,青梅市 塩船,[中世],塚,,,東京都青梅市塩船,blue,139.28518464490148,35.803918195231105
1320512600,13205,126,しもまえ（けー-19）いせき,下前（K-19)遺跡,青梅市 塩船,[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市塩船,blue,139.28751924067575,35.80210829663227
1320512700,13205,127,けー-20いせき,K-20遺跡,青梅市 谷野,[縄文時代（前期）],包蔵地,,縄文土器,東京都青梅市谷野,blue,139.28937318096027,35.80283226234813
1320512800,13205,128,しんじょうじひがしいせき,真浄寺東遺跡,青梅市 谷野,[奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市谷野,blue,139.2890641906127,35.804586458265504
1320512900,13205,129,けー-25いせき,K-25遺跡,青梅市 木野下二丁目,[縄文時代（中期～後期）][奈良時代][平安時代],包蔵地,,縄文土器　石斧　土師器　須恵器,東京都青梅市木野下二丁目,blue,139.2935273864135,35.80377897603424
1320513000,13205,130,けー-23いせき,K-23遺跡,青梅市 木野下一丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器,東京都青梅市木野下一丁目,blue,139.29527833258936,35.80731512680855
1320513100,13205,131,けー-24いせき,K-24遺跡,青梅市 木野下一丁目,[弥生時代][古墳時代],包蔵地,,弥生土器　土師器,東京都青梅市木野下一丁目,blue,139.29716660773585,35.80684179244963
1320513200,13205,132,けー-33いせき,K-33遺跡,青梅市 木野下一丁目,[奈良時代][平安時代],包蔵地,,須恵器,東京都青梅市木野下一丁目,blue,139.29977586014166,35.80890216692255
1320513300,13205,133,けー-30いせき,K-30遺跡,青梅市 今寺,[縄文時代（中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市今寺,blue,139.300186,35.796509
1320513400,13205,134,しんめいはらいせき,神明原遺跡,青梅市 今寺三丁目,[縄文時代（前期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市今寺三丁目,blue,139.29843690218726,35.79790360201419
1320513500,13205,135,けー-31いせき,K-31遺跡,青梅市 今寺一丁目,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市今寺一丁目,blue,139.2978875849952,35.800298354936416
1320513600,13205,136,てんのうづか,天皇塚遺跡,青梅市 藤橋,[時代不明],包蔵地,,底部穿孔土器,東京都青梅市藤橋,blue,139.2994325373878,35.801996915091976
1320513700,13205,137,ふじはしじょうしろのこし（けー-32）いせき,藤橋城城の腰(K-32)遺跡,青梅市 藤橋,[縄文時代（中期～後期）][弥生時代][古墳時代][奈良時代][平安時代],集落,[弥生時代]住居,縄文土器　石斧　弥生土器　土師器　須恵器,東京都青梅市藤橋,blue,139.30104615459308,35.80336130715442
1320513800,13205,138,ふじはしじょうあと,藤橋城跡,青梅市 藤橋二丁目,[中世],城館,※遺跡範囲のすべてが青梅市指定史跡藤橋城跡となっています。,,東京都青梅市藤橋二丁目,blue,139.30022217945984,35.803973883744334
1320513900,13205,139,じょうがさきいせき,城ヶ崎遺跡,青梅市 藤橋二丁目,[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][中世],包蔵地,[旧石器時代]ユニット　土坑　[縄文時代]～[中世]土坑,尖頭器　削器　石核　剥片　縄文土器　土師器　須恵器,東京都青梅市藤橋二丁目,blue,139.3033807490577,35.804363701978474
1320514000,13205,140,まるやま（K-34・35・36）いせき,丸山(K-34・35・36)遺跡,青梅市 藤橋一丁目,[旧石器時代][縄文時代（前期～後期）][古墳時代][奈良時代][平安時代],集落,[旧石器時代]ユニット　[縄文時代]住居　土坑　[古墳時代]住居　[平安時代]土坑　溝,尖頭器　剥片　縄文土器　石器　土師器　須恵器,東京都青梅市藤橋一丁目,blue,139.30245377736023,35.80879079676774
1320514100,13205,141,てんじんだいら（けー-38）いせき,天神平(K-38)遺跡,青梅市 今井,[縄文時代（前期）],包蔵地,,縄文土器,東京都青梅市今井,blue,139.30822159936392,35.81087896210998
1320514200,13205,142,やまねいせき,山根遺跡,青梅市 今井一丁目,[縄文時代（中期～後期）][平安時代],包蔵地・その他（水場）,[平安時代]木道　河道　水場遺構,縄文土器　石器　土師器　須恵器　木製品,東京都青梅市今井一丁目,blue,139.30736329247915,35.80870726918192
1320514300,13205,143,かじやしきあといせき,鍛冶屋敷跡遺跡,青梅市 今井一丁目,[中世],屋敷,,鉄滓,東京都青梅市今井一丁目,blue,139.31172349433513,35.81115737828996
1320514400,13205,144,しろのこし（けー-39）いせき,城の腰(K-39)遺跡,青梅市 今井,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][中世],集落・城館,[旧石器時代]ユニット　礫群　[縄文時代]土坑　[中世]堅穴状遺構　地下式土坑,ナイフ形石器　石核　剥片　縄文土器　石斧　石鏃　土師器　須恵器　陶器　板碑,東京都青梅市今井,blue,139.3126847951647,35.81029428094527
1320514500,13205,145,いまいじょう（けー-40）いせき,今井城(K-40)遺跡,青梅市 今井,[縄文時代（前期～後期）],包蔵地,,縄文土器　石斧,東京都青梅市今井,blue,139.31395508830641,35.810405649522664
1320514600,13205,146,いまいじょうあと,今井城跡,青梅市 今井一丁目,[中世],城館,※遺跡範囲のすべてが青梅市指定史跡今井城跡となっています。,陶磁器(青磁・古瀬戸)　香炉　カワラケ　鉄器　刀子　蔵骨器　板碑　宝篋印塔　六器　銭貨,東京都青梅市今井一丁目,blue,139.31447007636635,35.81029428147633
1320514700,13205,147,やまとばやしいせき,倭林遺跡,青梅市 今井一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都青梅市今井一丁目,blue,139.31577470125956,35.811463639500886
1320514800,13205,148,いまいばば（けー-37）いせき,今井馬場（K-37）遺跡,青梅市 今井,[縄文時代（中期）]［弥生時代］[古墳時代],包蔵地,,縄文土器　土師器　須恵器,東京都青梅市今井,blue,139.30921723456444,35.806424140737505
1320514900,13205,149,いまいほりのうちいせき,今井堀ノ内遺跡,青梅市 今井二丁目,[中世],城館,,,東京都青梅市今井二丁目,blue,139.31216981103387,35.806507671786704
1320515000,13205,150,はらいまい（けー-41）いせき,原今井(K-41)遺跡,青梅市 今井二丁目,[縄文時代（中期～後期）][奈良時代][平安時代],包蔵地,柱穴,縄文土器　打斧　土師器　須恵器,東京都青梅市今井二丁目,blue,139.31817795922723,35.807927672374305
1320515100,13205,151,つか（にき）,塚（2基）,青梅市 今井,[時代不明],塚,,,東京都青梅市今井,blue,139.31172349040602,35.80241458742819
1320515200,13205,152,いなりづかいせき,稲荷塚遺跡,青梅市 新町一丁目,[時代不明],塚,,,東京都青梅市新町一丁目,blue,139.29754426469688,35.790412567353286
1320515300,13205,153,しんまちのおおいど,新町の大井戸,青梅市 新町二丁目,[近世],大井戸,※遺跡範囲のすべてが東京都指定史跡青梅新町の大井戸となっています。,,東京都青梅市新町二丁目,blue,139.29943253984334,35.788908705267204
1320515400,13205,154,にしまんばらいせき,西間原遺跡,青梅市 新町五丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　須恵器,東京都青梅市新町五丁目,blue,139.30640199148576,35.79096954593196
1320515500,13205,155,ふじづか,富士塚,青梅市 新町五丁目,[近世],その他（富士塚）,,,東京都青梅市新町五丁目,blue,139.3073976253766,35.78924290048158
1320515600,13205,156,にしかいと（てぃー-10）いせき,西改戸(T-10)遺跡,青梅市 柚木町三丁目,[縄文時代（後期）][奈良時代][平安時代],包蔵地,[平安時代]住居,縄文土器　土師器　須恵器,東京都青梅市柚木町三丁目,blue,139.20828393506096,35.80417127801593
1320515700,13205,157,まるやまのつか,丸山の塚,青梅市 藤橋,[時代不明],その他（塚）,,,東京都青梅市藤橋,blue,139.30344941387042,35.81060054415728
1320515800,13205,158,たけのしたいせき,竹の下遺跡,青梅市 今井二丁目,[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地・集落・生産関連,[平安時代]溝状遺構　粘土採掘坑　[中世]溝状遺構　[近世]溝状遺構　柱穴,縄文土器　土師器　須恵器　陶磁器　瓦,東京都青梅市今井二丁目,blue,139.30856492211785,35.8073429689499
1320515900,13205,159,なりきいしばいところくぼいせき,成木石灰所久保遺跡,青梅市 成木六丁目,[近世],その他の墓・屋敷・その他,※遺跡範囲のすべてが青梅市指定史跡成木石灰所久保遺跡となっています。,,東京都青梅市成木六丁目,blue,139.22650401579148,35.83225233284816
1320516000,13205,160,いしばいやきいせき（せっかいせきさいしゅあと）,石灰焼遺跡(石灰石採取跡),青梅市 成木六丁目,[近世],その他（生産関連）,※遺跡範囲のすべてが青梅市指定史跡石灰石採取跡となっています。,,東京都青梅市成木六丁目,blue,139.23007457164627,35.82220349123743
1320516100,13205,161,,青梅市№161遺跡,青梅市 長淵一丁目,[平安時代],,,,東京都青梅市長淵一丁目,blue,139.27766587410252,35.7752891083008
1320516200,13205,162,てぃー-57いせき,T-57遺跡,青梅市 千ヶ瀬町三丁目,[縄文時代（中期）],包蔵地,,,東京都青梅市千ヶ瀬町三丁目,blue,139.27344300301803,35.78378422259465
1320516300,13205,163,,青梅市№163遺跡,青梅市 柚木町三丁目,[縄文時代（前期）],包蔵地,,,東京都青梅市柚木町三丁目,blue,139.20797494536825,35.802333538640596
1320516400,13205,164,,青梅市№164遺跡,青梅市 根ヶ布一丁目,[縄文時代（早期）][近世],包蔵地,,縄文土器,東京都青梅市根ヶ布一丁目,blue,139.26334931483902,35.80046543089344
1320516500,13205,165,,青梅市№165遺跡,青梅市 根ヶ布一丁目,[縄文時代（早期・中期～後期）],包蔵地,,縄文土器　黒曜石片,東京都青梅市根ヶ布一丁目,blue,139.2643449513492,35.79795929607177
1320516600,13205,166,,青梅市№166遺跡,青梅市 根ヶ布一丁目,[縄文時代（前期）][古墳時代],包蔵地,,縄文土器　土師器,東京都青梅市根ヶ布一丁目,blue,139.2634523120581,35.796956820432115
1320516700,13205,167,,青梅市№167遺跡,青梅市 根ヶ布一丁目　 勝沼二丁目,[縄文時代（早期）],包蔵地,,石器,東京都青梅市根ヶ布二丁目,blue,139.26801470039706,35.794677865086356
1320516800,13205,168,,青梅市№168遺跡,青梅市 御岳二丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器片　石器,東京都青梅市御岳二丁目,blue,139.1741576550907,35.80380930115534
1320516900,13205,169,,青梅市№169遺跡,青梅市 御岳本町,[縄文時代],包蔵地,,縄文土器片　不明土器,東京都青梅市御岳本町,blue,139.17923883158662,35.801748794565086
1320517000,13205,170,,青梅市№170遺跡,青梅市 沢井三丁目,[縄文時代（前期）],包蔵地,,縄文土器片　石鏃　剥片,東京都青梅市沢井三丁目,blue,139.1850409853418,35.805229351048055
1320517100,13205,171,,青梅市№171遺跡,青梅市 沢井三丁目,[縄文時代（早期～前期）][奈良時代][平安時代],包蔵地,,縄文土器片　剥片　須恵器片,東京都青梅市沢井三丁目,blue,139.1856932990981,35.80628740945441
1320517200,13205,172,,青梅市№172遺跡,青梅市 沢井三丁目,[縄文時代（中期）],包蔵地,,縄文土器片　石匙　石鏃　剥片,東京都青梅市沢井三丁目,blue,139.18871453907053,35.80706702236303
1320517300,13205,173,,青梅市№173遺跡,青梅市 二俣尾四丁目,[縄文時代],包蔵地,,縄文土器　剥片　石皿,東京都青梅市二俣尾四丁目,blue,139.21343377505985,35.80645447175259
1320517400,13205,174,,青梅市№174遺跡,青梅市 二俣尾四丁目,[縄文時代],包蔵地,,縄文土器片,東京都青梅市二俣尾四丁目,blue,139.21216348060847,35.807623886316975
1320517500,13205,175,,青梅市№175遺跡,青梅市 柚木町三丁目,[中世],その他の墓,楕円形　1基,,東京都青梅市柚木町三丁目,blue,139.1957869872771,35.80252845361511
1320517600,13205,176,,青梅市№176遺跡,青梅市 柚木町二丁目,[縄文時代],包蔵地,,縄文土器片　須恵質土器片,東京都青梅市柚木町二丁目,blue,139.20982888745354,35.804199121790376
1320517700,13205,177,,青梅市№177遺跡,青梅市 柚木町二丁目,[縄文時代（前期）][奈良時代][平安時代],包蔵地,,縄文土器片　土師器片,東京都青梅市柚木町二丁目,blue,139.21127084328185,35.80464462828982
1320517800,13205,178,,青梅市№178遺跡,青梅市 成木七丁目,[奈良時代][平安時代],包蔵地,,須恵器片　陶器片,東京都青梅市成木七丁目,blue,139.20065181170202,35.83759634859214
1320517900,13205,179,,青梅市№179遺跡,青梅市 成木七丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器片　土師器片,東京都青梅市成木七丁目,blue,139.2017161123701,35.83684486779633
1320518000,13205,180,,青梅市№180遺跡,青梅市 成木八丁目,[縄文時代],包蔵地,,縄文土器片　石器,東京都青梅市成木八丁目,blue,139.22914759732947,35.820226979048584
1320518100,13205,181,ししぼりいせき,シシボリ遺跡,青梅市 和田町一丁目　 和田町二丁目,[近世？],その他（生産）,形態（堀）　堀　陥し穴,,東京都青梅市和田町二丁目,blue,139.2283683166556,35.77849477664063
