JASID,自治体コード,遺跡番号,ふりがな,遺跡名,変換元住所,時代,種別,主な遺構/概要,主な出土品,取得住所,色,画面経度,画面緯度
13222012600,13222,126,,東久留米市№126遺跡,東久留米市 南町三丁目,[縄文時代（前期）],包蔵地,,縄文土器,東京都東久留米市南町三丁目,blue,139.52433248125018,35.740418340503155
13222012700,13222,127,,東久留米市№127遺跡,東久留米市 南町一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市南町一丁目,blue,139.52519078813498,35.738802064188874
13222012800,13222,128,,東久留米市№128遺跡,東久留米市 前沢三丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市前沢三丁目,blue,139.51562860695196,35.74026190071589
13222012900,13222,129,,東久留米市№129遺跡,東久留米市 弥生一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市弥生一丁目,blue,139.50505426639359,35.73917509691658
13222013000,13222,130,,東久留米市№130遺跡,東久留米市 弥生一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市弥生一丁目,blue,139.50477960714272,35.73778173619341
13222013100,13222,131,,東久留米市№131遺跡,東久留米市 下里六丁目,[旧石器時代],包蔵地,,石核　剥片,東京都東久留米市下里六丁目,blue,139.49826641066306,35.758651763497866
13222013200,13222,132,,東久留米市№132遺跡,東久留米市 南町三丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市南町三丁目,blue,139.52416081987323,35.742146046106924
13222013300,13222,133,,東久留米市№133遺跡,東久留米市 南町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市南町二丁目,blue,139.52130570627497,35.734561661117795
13222013400,13222,134,,東久留米市№134遺跡,東久留米市 小山四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市小山四丁目,blue,139.52038616090644,35.76347541357168
13222013500,13222,135,,東久留米市№135遺跡,東久留米市 本町二丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市本町二丁目,blue,139.5308167445943,35.7624729463419
13222013600,13222,136,しんめいやまみなみいせき,神明山南遺跡,東久留米市 中央町三丁目,[旧石器時代][縄文時代（早期～中期）],集落,[縄文時代]住居　集石　炉穴　土坑,剥片　縄文土器　石鏃　石匙,東京都東久留米市中央町三丁目,blue,139.522263,35.75118999999998
13222013700,13222,137,,東久留米市№137遺跡,東久留米市 滝山六丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市滝山六丁目,blue,139.50128765063548,35.74929019998045
13222013800,13222,138,,東久留米市№138遺跡,東久留米市 下里四丁目,[旧石器時代][縄文時代],包蔵地,,ナイフ形石器　縄文土器,東京都東久留米市下里四丁目,blue,139.49376888180106,35.752773053577585
