"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明"
1311118700,13111,"187","みょうれんづか","妙蓮塚","大田区 下丸子二丁目","[中世]","墳墓","","",139.6860345,35.56790833,"0","0","0","0","0","0","1","0","0"
1311118800,13111,"188","しもまるこてんそじんじゃふきんいせき","下丸子天祖神社付近遺跡","大田区 下丸子三丁目","[古墳時代]","包蔵地","","土師器",139.6860559,35.57068351,"0","0","0","1","0","0","0","0","0"
1311118900,13111,"189","かまたやしきあと","鎌田屋敷跡","大田区 東矢口二丁目","[中世]","屋敷","","",139.7018703,35.56481887,"0","0","0","0","0","0","1","0","0"
1311119000,13111,"190","やまぶしぎいせき","山伏木遺跡","大田区 東矢口二丁目","[中世]","包蔵地","","",139.7005613,35.56464432,"0","0","0","0","0","0","1","0","0"
1311119100,13111,"191","じゅっきみょうじんづか","十騎明神塚","大田区 矢口二丁目","[中世]","墳墓","","",139.6917637,35.56295117,"0","0","0","0","0","0","1","0","0"
1311119200,13111,"192","うのきおくしまてんじんのもりいせき","鵜ノ木奥島天神の森遺跡","大田区 西蒲田一丁目","[時代不明]","墳墓","","",139.7113104,35.57090525,"0","0","0","0","0","0","0","0","1"
1311119300,13111,"193","ほしやみょうじんづか","星谷明神塚","大田区 西蒲田五丁目","[時代不明]","墳墓","","",139.7136922,35.56722246,"0","0","0","0","0","0","0","0","1"
1311119400,13111,"194","むらやまみょうじんづか","村山明神塚","大田区 西蒲田五丁目","[時代不明]","墳墓","","",139.7159238,35.56676864,"0","0","0","0","0","0","0","0","1"
1311119500,13111,"195","はくさんみょうじんづか","白山明神塚","大田区 西蒲田五丁目","[時代不明]","墳墓","","",139.7155685,35.56711934,"0","0","0","0","0","0","0","0","1"
1311119600,13111,"196","せんげんみょうじんづか","浅間明神塚","大田区 西蒲田五丁目","[時代不明]","墳墓","","",139.7142505,35.56537931,"0","0","0","0","0","0","0","0","1"
1311119700,13111,"197","しらはたみょうじんづか","白旗明神塚","大田区 西蒲田六丁目","[時代不明]","墳墓","","",139.7119818,35.56462353,"0","0","0","0","0","0","0","0","1"
1311119800,13111,"198","じょういみょうじんづか","承位明神塚","大田区 西蒲田六丁目","[時代不明]","墳墓","","",139.7127596,35.56458838,"0","0","0","0","0","0","0","0","1"
1311119900,13111,"199","みょうでんじいせき","妙典寺遺跡","大田区 蒲田二丁目","[中世]","包蔵地・その他（板碑出土地）","","",139.7247515,35.5674357,"0","0","0","0","0","0","1","0","0"
1311120000,13111,"200","きたかまたこふん","北蒲田古墳","大田区 蒲田二丁目","[古墳時代]","古墳","円墳","土器",139.7228069,35.56578356,"0","0","0","1","0","0","0","0","0"
1311120100,13111,"201","せいこうあんかいづか","清光庵貝塚","大田区 西糀谷一丁目","[奈良時代][平安時代]","貝塚","","",139.7308758,35.55996708,"0","0","0","0","1","1","0","0","0"
1311120200,13111,"202","にしこうじやこうしんづか","西糀谷庚申塚","大田区 西糀谷一丁目　 西糀谷二丁目　 西糀谷三丁目　 西糀谷四丁目","[奈良時代][平安時代]","貝塚","","",139.7333488,35.55691223,"0","0","0","0","1","1","0","0","0"
1311120300,13111,"203","せんぞくいけこうえんふきんいせき","洗足池公園付近遺跡","大田区 南千束二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.690231,35.60333962,"0","1","0","0","0","0","0","0","0"
1311120500,13111,"205","おいせづか","お伊勢塚","大田区 新蒲田一丁目","[古墳時代]","古墳","円墳","",139.7093741,35.55668216,"0","0","0","1","0","0","0","0","0"
1311120600,13111,"206","まちやいなりかいづか","町屋稲荷貝塚","大田区 西六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7094385,35.55430802,"0","0","0","0","1","1","0","0","0"
1311120700,13111,"207","ことりづか","小鳥塚","大田区 西六郷一丁目","[古墳時代]","古墳","円墳","",139.7081295,35.55383667,"0","0","0","1","0","0","0","0","0"
1311120800,13111,"208","にしろくごういっちょうめ22ばんかいづか","西六郷一丁目22番貝塚","大田区 西六郷一丁目","[奈良時代][平安時代][中世]","貝塚","","",139.7065417,35.55395887,"0","0","0","0","1","1","1","0","0"
1311120900,13111,"209","てんのうぎこふん","天王木古墳","大田区 西六郷一丁目","[古墳時代]","古墳","円墳","須恵器",139.7060911,35.55200363,"0","0","0","1","0","0","0","0","0"
1311121000,13111,"210","たかはた・しんめいづか","高畑・神明塚","大田区 西六郷二丁目","[時代不明]","墳墓","","",139.7074804,35.54842472,"0","0","0","0","0","0","0","0","1"
1311121100,13111,"211","ふるかわやくしどうあといせき","古川薬師堂跡遺跡","大田区 西六郷二丁目","[奈良時代]","社寺","","",139.7042618,35.54952485,"0","0","0","0","1","0","0","0","0"
1311121200,13111,"212","たかはたかいづか","高畑貝塚","大田区 西六郷二丁目","[奈良時代][平安時代]","貝塚","","",139.707502,35.54839006,"0","0","0","0","1","1","0","0","0"
1311121300,13111,"213","まちや242ばんかいづか","町屋242番貝塚","大田区 仲六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7134392,35.55298868,"0","0","0","0","1","1","0","0","0"
1311121400,13111,"214","まちやいなりづか","町屋稲荷塚","大田区 仲六郷一丁目","[時代不明]","墳墓","","",139.714648,35.55276125,"0","0","0","0","0","0","0","0","1"
1311121500,13111,"215","しょうぞくづか","装束塚","大田区 仲六郷一丁目","[時代不明]","墳墓","","",139.7154995,35.5523728,"0","0","0","0","0","0","0","0","1"
1311121600,13111,"216","でむら・みょうじんやまいせき","出村・明神山遺跡","大田区 仲六郷一丁目","[時代不明]","墳墓","","",139.7175451,35.55227393,"0","0","0","0","0","0","0","0","1"
1311121700,13111,"217","とうよういんうらかいづか","東陽院裏貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","",139.7096275,35.54425197,"0","0","0","0","1","1","0","0","0"
1311121800,13111,"218","にとうづか","ニトウ塚","大田区 仲六郷四丁目","[時代不明]","墳墓","","",139.7085117,35.54381548,"0","0","0","0","0","0","0","0","1"
1311121900,13111,"219","ろくごうばしふきんかいづか","六郷橋付近貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","土器",139.7079967,35.54011399,"0","0","0","0","1","1","0","0","0"
1311122000,13111,"220","かんじょうじうらかいづか","勧乗寺裏貝塚","大田区 東六郷三丁目","[奈良時代][平安時代]","貝塚","","",139.7120093,35.54222665,"0","0","0","0","1","1","0","0","0"
1311122100,13111,"221","ぞうしき・てんじんやまいせき","雑色・天神山遺跡","大田区 南六郷二丁目","[時代不明]","墳墓","","",139.71879,35.54517731,"0","0","0","0","0","0","0","0","1"
1311122200,13111,"222","もりにゅうどうづか","森入道塚","大田区 南六郷二丁目","[中世]","墳墓","","",139.7212147,35.54592805,"0","0","0","0","0","0","1","0","0"
1311122300,13111,"223","ろくごうふるかいどうかいづか","六郷古街道貝塚","大田区 南六郷三丁目","[時代不明]","貝塚","","",139.7167944,35.54601535,"0","0","0","0","0","0","0","0","1"
1311122400,13111,"224","でんえんちょうふいっちょうめ30ばんよこあなぼ","田園調布一丁目30番横穴墓","大田区 田園調布一丁目","[古墳時代][奈良時代]","横穴墓","","",139.6709017,35.58843123,"0","0","0","1","1","0","0","0","0"
1311122500,13111,"225","さんや・すわぶんいせき","山谷・諏訪分遺跡","大田区 雪谷大塚町　 石川町二丁目","[縄文時代（前期）]","集落","[縄文時代（前期）]竪穴住居跡","縄文土器（黒浜・諸磯）",139.6802212,35.5947453,"0","1","0","0","0","0","0","0","0"
1311122600,13111,"226","うめだいせき","梅田遺跡","大田区 南馬込六丁目","[平安時代][中世]","墳墓","地下式坑","人骨（1体）",139.7058846,35.58289697,"0","0","0","0","0","1","1","0","0"
1311122700,13111,"227","いしかわうえのだいいせき","石川上ノ台遺跡","大田区 石川町一丁目","[縄文時代（前期～後期）]","包蔵地","","縄文土器　石斧　石鏃　石槌",139.683016,35.60469027,"0","1","0","0","0","0","0","0","0"
1311122800,13111,"228","おおくらとうえんないかいづか","大倉陶園内貝塚","大田区 西六郷一丁目","[時代不明]","貝塚","","",139.7108395,35.55504413,"0","0","0","0","0","0","0","0","1"
1311122900,13111,"229","あさひがおかいせき","旭ヶ丘遺跡","大田区 南馬込三丁目","[縄文時代（草創期）]","包蔵地","","槍先形尖頭器",139.7175061,35.58776131,"0","1","0","0","0","0","0","0","0"
1311123000,13111,"230","いなりもりいせき","稲荷森遺跡","大田区 田園調布一丁目","[縄文時代][古墳時代]","包蔵地","溝状遺構　土坑？","縄文土器　土師器　円筒埴輪",139.6724546,35.58897832,"0","1","0","1","0","0","0","0","0"
1311123100,13111,"231","にいのさとよこあなぼぐん","新居里横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓2基","人骨",139.659344,35.59489354,"0","0","0","1","1","0","0","0","0"
1311123200,13111,"232","どうでらよこあなぼ","堂寺横穴墓","大田区 東馬込一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨　須恵器",139.712795,35.59553912,"0","0","0","1","1","0","0","0","0"
1311123300,13111,"233","えいじゅいんふきんいせき","永寿院付近遺跡","大田区 池上一丁目","[弥生時代（中期～後期）]","集落","","土器　石器",139.7077954,35.5768848,"0","0","1","0","0","0","0","0","0"
1311123400,13111,"234","ちょうえいこふん","長栄古墳","大田区 池上一丁目","[古墳時代]","古墳","[古墳時代]周溝","須恵器",139.7065079,35.57819371,"0","0","0","1","0","0","0","0","0"
1311123500,13111,"235","ちゅうおうろくちょうめ4ばんよこあなぼ","中央六丁目4番横穴墓","大田区 中央六丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.7108853,35.57889179,"0","0","0","1","1","0","0","0","0"
1311123600,13111,"236","みなみくがはらにちょうめ4ばんよこあなぼ","南久が原二丁目4番横穴墓","大田区 南久が原二丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.6873466,35.5780418,"0","0","0","1","1","0","0","0","0"
1311200100,13112,"1","からすやまいせき","烏山遺跡","世田谷区 北烏山六丁目　 北烏山七丁目　 北烏山八丁目　 北烏山九丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]","集落","ピット　陥穴　円形土坑　溝　畝　道路","縄文土器　石器　土師器　石墨　陶磁器　銭貨　煙管",139.59153,35.67412332,"1","1","0","1","1","1","0","1","0"
1311200200,13112,"2","ほんいせいせき","本伊勢遺跡","世田谷区 上祖師谷一丁目　上祖師谷二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5984894,35.66311113,"0","1","0","0","0","0","0","0","0"
1311200300,13112,"3","そしがやおおみちきたいせき","祖師谷大道北遺跡","世田谷区 上祖師谷六丁目　上祖師谷七丁目　給田一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　竪穴　[古墳時代]住居　[中世][近世]井戸　地下式土坑　[時期不明]ピット　溝","ナイフ形石器　削器　縄文土器　石器　土師器　鉄鏃　陶器　カワラケ　土師質土器　羽釜　内耳鍋　鉄片　石臼　板碑　漆器　桶",139.596436,35.659981,"1","1","1","1","1","1","1","1","0"
1311200400,13112,"4","かすやはちまんじんじゃ","粕谷八幡神社","世田谷区 粕谷一丁目　 粕谷二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.611902,35.66315993,"0","1","0","0","0","0","0","0","0"
1311200500,13112,"5","めぐりさわきたいせき","廻沢北遺跡","世田谷区 船橋七丁目　 千歳台四丁目","[旧石器時代][縄文時代（早期～後期）][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　集石土坑　土坑　土壙　[近世]溝","ナイフ形石器　尖頭器　細石刃　細石刃核　掻器　削器　彫器　錐　斧形石器　敲石　石核　縄文土器　土製品　陶磁器　和釘　玩具",139.6152536,35.65838154,"1","1","0","0","0","0","0","1","0"
1311200600,13112,"6","とうがくいんいせき","東覚院遺跡","世田谷区 千歳台四丁目　 千歳台五丁目","[中世][近世]","包蔵地","[中世]地下式土壙","朱塗土器　板碑",139.6124427,35.65667294,"0","0","0","0","0","0","1","1","0"
1311200700,13112,"7","つりがねいけきたいせき","釣鐘池北遺跡","世田谷区 上祖師谷三丁目　 祖師谷六丁目","[縄文時代（早期～晩期）][平安時代][中世][近世]","集落","[縄文時代]住居　集石土坑　土坑　ピット　[平安時代][中世][近世]竪穴　ピット　土坑　溝　炭窯","縄文土器　打斧　磨斧　石鏃　土製円板　大珠　土師器　須恵器　土師質土器　陶磁器　カワラケ　銭貨",139.6035377,35.65423201,"0","1","0","0","0","1","1","1","0"
1311200800,13112,"8","きぬたしょうがっこうまえおうけつぼぐん","砧小学校前横穴墓群","世田谷区 成城一丁目","[古墳時代]","横穴墓","","人骨",139.5981209,35.63537324,"0","0","0","1","0","0","0","0","0"
1311200900,13112,"9","きぬたちゅうがっこういせき","砧中学校遺跡","世田谷区 成城一丁目　 成城三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][近世]","集落","[縄文時代]住居址　土坑　集石　ピット　礫群　[弥生時代]住居址　[古墳時代]住居址　古墳周溝　[古（以降）]集石土坑　土坑　ピット　溝　[近世]竪穴　土坑　ピット　溝","（縄文）縄文土器・石器　（弥生）土器、　（古墳）土師器・須恵器・石器・刀子　（近世）陶器",139.6006734,35.63379948,"1","1","1","1","0","1","0","1","0"
1311201002,13112,"10-2","きぬたちゅうがっこうこふんぐん2ごうこふん","砧中学校古墳群2号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","","",139.6026937,35.63488369,"0","0","0","1","0","0","0","0","0"
1311201003,13112,"10-3","きぬたちゅうがっこうこふんぐん3ごうこふん","砧中学校古墳群3号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","円墳　[古墳時代]周溝","",139.6017589,35.6335968,"0","0","0","1","0","0","0","0","0"
1311201004,13112,"10-4","きぬたちゅうがっこうこふんぐん4ごうこふん","砧中学校古墳群4号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","※遺跡範囲のすべてが、世田谷区史跡砧中学校古墳群四号墳 円墳　[古墳時代]周溝　幅5～10ｍ　深2ｍ","土師器　直刀",139.6018616,35.63283375,"0","0","0","1","0","0","0","0","0"
1311201005,13112,"10-5","きぬたちゅうがっこうこふんぐん5ごうこふん","砧中学校古墳群5号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","方墳","",139.6025804,35.63256549,"0","0","0","1","0","0","0","0","0"
1311201006,13112,"10-6","きぬたちゅうがっこうこふんぐん6ごうこふん","砧中学校古墳群6号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","円墳","土師器　須恵器　直刀　刀子　鉄鏃　耳環　ガラス玉　歯",139.6034605,35.63282779,"0","0","0","1","0","0","0","0","0"
1311201007,13112,"10-7","きぬたちゅうがっこうこふんぐん7ごうこふん","砧中学校古墳群7号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","","",139.6026937,35.63488369,"0","0","0","1","0","0","0","0","0"
1311201008,13112,"10-8","きぬたちゅうがっこうこふんぐん8ごうこふん","砧中学校古墳群8号古墳","世田谷区 成城一丁目","[古墳時代]","古墳","円墳[古墳時代]周溝","土師器　須恵器",139.600336,35.63324509,"0","0","0","1","0","0","0","0","0"
1311201009,13112,"10-9","きぬたちゅうがっこうこふんぐん9ごうふん","砧中学校古墳群9号墳","世田谷区 成城一丁目","[古墳時代]","古墳","古墳周溝","刀子",139.6012895,35.63365045,"0","0","0","1","0","0","0","0","0"
1311201800,13112,"18","しものしんめいいせき","下神明遺跡","世田谷区 成城一丁目　成城三丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝","（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管",139.5990011,35.63509307,"1","1","1","1","1","1","1","1","0"
1311201900,13112,"19","かみのしんめいいせき","上神明遺跡","世田谷区 成城四丁目　 成城五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓","石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品",139.5923661,35.6414265,"1","1","1","1","0","1","1","1","0"
1311202000,13112,"20","かみのしんめいおうけつぼぐん","上神明横穴墓群","世田谷区 成城四丁目","[古墳時代]","横穴墓","","人骨",139.5921314,35.64018666,"0","0","0","1","0","0","0","0","0"
1311202100,13112,"21","せいじょうがくえんおうけつぼぐん","成城学園横穴墓群","世田谷区 成城六丁目","[古墳時代]","横穴墓","","",139.6011518,35.64216405,"0","0","0","1","0","0","0","0","0"
1311202200,13112,"22","ひがしのはらいせき","東之原遺跡","世田谷区 成城六丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.5986874,35.64361844,"0","1","0","0","0","0","0","0","0"
1311202300,13112,"23","みやのはらいせき","宮之原遺跡","世田谷区 喜多見四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　[弥生時代]住居　[古墳時代]住居","縄文土器　石器　弥生土器　土師器　須恵器　灰釉陶器　鉄鏃　刀子　鉄製農工具　土師質土器　瓦　砥石　土器片錘　土錘",139.5935426,35.62879711,"1","1","0","1","1","1","0","1","0"
1311202400,13112,"24","てんじんづかこふん","天神塚古墳","世田谷区 喜多見四丁目","[古墳時代]","古墳","円墳　[古墳時代]横穴式石室","",139.5968285,35.62662704,"0","0","0","1","0","0","0","0","0"
1311202500,13112,"25","いなりづかこふん","稲荷塚古墳","世田谷区 喜多見四丁目","[古墳時代]","古墳","※遺跡範囲のすべてが、世田谷区指定史跡稲荷塚古墳となっています。 円墳　[古墳時代]横穴式石室","土師器　須恵器　鉄鏃　刀子　玉類　直刀　圭頭大刀　耳環　骨片",139.5968872,35.6273663,"0","0","0","1","0","0","0","0","0"
1311203906,13112,"39-6","とのやまこふんぐん6ごうふん","殿山古墳群6号墳","世田谷区 大蔵六丁目","[古墳時代]","古墳","","",139.6084447,35.62630025,"0","0","0","1","0","0","0","0","0"
1311203907,13112,"39-7","とのやまこふんぐん7ごうふん","殿山古墳群7号墳","世田谷区 大蔵六丁目","[古墳時代]","古墳","円墳","直刀",139.6095248,35.6266142,"0","0","0","1","0","0","0","0","0"
1311203908,13112,"39-8","とのやまこふんぐん8ごうふん（たいしょうづか）","殿山古墳群8号墳（大将塚）","世田谷区 大蔵六丁目","[古墳時代]","古墳","円墳","鏃　刀",139.6107479,35.62564907,"0","0","0","1","0","0","0","0","0"
1311203909,13112,"39-9","とのやまこふんぐん9ごうふん","殿山古墳群9号墳","世田谷区 大蔵六丁目","[古墳時代]","古墳","円墳　[古墳時代]横穴式石室?","金銅装圭頭大刀",139.6116795,35.62648051,"0","0","0","1","0","0","0","0","0"
1311204500,13112,"45","にしやとおうけつぼぐん・にしやといせき","西谷戸横穴墓群・西谷戸遺跡","世田谷区 大蔵四丁目　 岡本三丁目","[旧石器時代][古墳時代][奈良時代][平安時代]","集落・横穴墓","[旧石器時代]ブロック　礫群　[古墳時代]33基　[奈良～平安時代]住居","縄文土器　弥生土器　土師器　須恵器　石器　鉄鏃　直刀　刀子　装飾品（玉類他）",139.611984,35.63039,"1","0","0","1","1","1","0","0","0"
1311204700,13112,"47","きぬたおおつか","砧大塚","世田谷区 砧公園一丁目","[中世]","その他（塚）","移築保存","陶器　カワラケ　銭貨",139.621231,35.631836,"0","0","0","0","0","0","1","0","0"
1311204800,13112,"48","うえのだいいせき","上之台遺跡","世田谷区 砧八丁目　 祖師谷三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居　集石　集石土坑　土坑　[古墳時代]住居　[時期不明]溝　段状遺溝","石器　縄文土器　石器　焼礫　弥生土器　土師器　須恵器　鉄鏃　鉄製品　青銅製品　泥人形",139.604996,35.64027,"1","1","1","1","1","0","1","0","0"
1311204900,13112,"49","おかもとやとおうけつぼぐん","岡本谷戸横穴墓群","世田谷区 岡本一丁目","[古墳時代][奈良時代]","横穴墓","","鉄鏃　刀子　鉄製品　円頭大刀　人骨",139.620575,35.624981,"0","0","0","1","1","0","0","0","0"
1311205000,13112,"50","どうがやとおうけつぼぐん","堂ヶ谷戸横穴墓群","世田谷区 岡本二丁目","[古墳時代]","横穴墓","5基以上","",139.61863,35.62468385,"0","0","0","1","0","0","0","0","0"
1311205100,13112,"51","おかもとはらおうけつぼぐん","岡本原横穴墓群","世田谷区 岡本二丁目","[古墳時代]","横穴墓","5基","",139.618622,35.621895,"0","0","0","1","0","0","0","0","0"
1311205200,13112,"52","どうがやといせき","堂ヶ谷戸遺跡","世田谷区 岡本一丁目　 岡本二丁目　 岡本三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　集石土坑　土坑　ピット　[弥生時代][古墳時代][奈良時代][平安時代]住居　竪穴　[近世]溝","石器　縄文土器　弥生土器　土製品　土師器　須恵器　鉄製品　銅鏃　玉類　陶磁器　砥石　煙管",139.620575,35.624981,"1","1","1","1","1","1","1","1","0"
1311205300,13112,"53","はちまんやまいせき","八幡山遺跡","世田谷区 八幡山一丁目　 八幡山二丁目","[縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居　[近世]竪穴　井戸　炭窯","縄文土器　石器　石皿　台石　砥石　土錘　陶器　瓦　砥石　石臼　鉄製品",139.62178,35.660549,"0","1","0","0","0","0","1","1","0"
1311205400,13112,"54","ふなばしほんむらきたいせき","船橋本村北遺跡","世田谷区 船橋四丁目　 船橋七丁目","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]集石　炉穴群　土坑　[奈良時代][平安時代]住居　井戸","縄文土器　石珠　土師器",139.619125,35.65461,"0","1","0","1","1","1","0","0","0"
1311205500,13112,"55","ちとせいせき","千歳遺跡","世田谷区 船橋三丁目","[縄文時代（早期～中期）]","集落","","縄文土器　石器　土偶",139.623856,35.652687,"0","1","0","0","0","0","0","0","0"
1311205600,13112,"56","ふなばしほんむらみなみいせき","船橋本村南遺跡","世田谷区 船橋四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.619125,35.65461,"0","1","0","0","0","0","0","0","0"
1311205700,13112,"57","とのたけいせき","殿竹遺跡","世田谷区 上北沢二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.619995,35.666279,"0","1","0","0","0","0","0","0","0"
1311205800,13112,"58","むかいやまいせき","向山遺跡","世田谷区 桜上水三丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落","[縄文時代]住居　竪穴　土坑　ピット　[中世]井戸　溝","",139.633484,35.660751,"1","1","0","0","0","0","1","1","0"
1311205900,13112,"59","みどりがおかちゅうがっこういせき","緑ヶ丘中学校遺跡","世田谷区 桜上水三丁目","[縄文時代]","包蔵地","","縄文土器　石器",139.633484,35.660751,"0","1","0","0","0","0","0","0","0"
1311206000,13112,"60","ひがしきょうどうだんちいせき","東経堂団地遺跡","世田谷区 桜上水一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.631516,35.658089,"0","1","0","0","0","0","0","0","0"
1311206100,13112,"61","えげのやまいせき","江下山遺跡","世田谷区 桜上水一丁目　 宮坂三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.631516,35.658089,"0","1","0","0","0","0","0","0","0"
1311206200,13112,"62","あらいいせき","新井遺跡","世田谷区 赤堤一丁目","[縄文時代（早期・中期）][近世]","集落","[近世]溝","縄文土器　石器",139.641525,35.655247,"0","1","0","0","0","0","0","1","0"
1311206300,13112,"63","あかつつみなかどおりいせき","赤堤中通遺跡","世田谷区 赤堤三丁目","[旧石器時代]","包蔵地","","石器",139.638824,35.658394,"1","0","0","0","0","0","0","0","0"
1311206400,13112,"64","まえやといせき・あかつつみじんやあと","前谷戸遺跡・赤堤陣屋跡","世田谷区 赤堤一丁目　 赤堤二丁目　 豪徳寺一丁目","[旧石器時代][縄文時代（中期）][弥生時代][近世]","包蔵地・その他（陣屋）","","石器　縄文土器　弥生土器",139.641525,35.655247,"1","1","1","0","0","0","0","1","0"
1311206500,13112,"65","みやまいせき","宮前遺跡","世田谷区 赤堤二丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器　石器　弥生土器",139.645782,35.658005,"0","1","1","0","0","0","0","0","0"
1311206600,13112,"66","うしろやといせき","後谷戸遺跡","世田谷区 赤堤三丁目","[縄文時代（中期）][弥生時代][近世]","集落","[近世]溝","縄文土器　陶磁器　土師質土器　弥生土器",139.638824,35.658394,"0","1","1","0","0","0","0","1","0"
1311206700,13112,"67","あかつつみじんやいせき","赤堤陣屋遺跡","世田谷区 赤堤一丁目　 赤堤三丁目","[弥生時代]","包蔵地","","弥生土器",139.641525,35.655247,"0","0","1","0","0","0","0","0","0"
1311206800,13112,"68","えんじょういんいせき","円乗院遺跡","世田谷区 代田二丁目","[縄文時代（早期）][弥生時代（後期）][古墳時代]","集落","[弥生時代]住居 竪穴 [弥生時代][古墳時代]住居 溝","縄文土器 弥生土器 石器 土師器",139.6633,35.65531,"0","1","1","1","0","0","0","0","0"
1311207000,13112,"70","ねづやまいせき","根津山遺跡","世田谷区 代田四丁目 松原六丁目","[旧石器時代][縄文時代（草創期～中期）][近世]","集落","","",139.6555,35.65914,"1","1","0","0","0","0","0","1","0"
1311207200,13112,"72","だいたにしまるいせき","代田西丸遺跡","世田谷区 代田四丁目","[縄文時代]","包蔵地","","石棒",139.6592,35.66143,"0","1","0","0","0","0","0","0","0"
1311207300,13112,"73","ひがしおおはらいせき","東大原遺跡","世田谷区 大原一丁目 代田六丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.6628,35.66686,"0","1","0","0","0","0","0","0","0"
1311207400,13112,"74","まもりやまいせき","守山遺跡","世田谷区 代田六丁目","[縄文時代（中期）][弥生時代]","包蔵地","","縄文土器 石器 弥生土器",139.6617,35.66532,"0","1","1","0","0","0","0","0","0"
1311207500,13112,"75","めいだいまええきいせき","明大前駅遺跡","世田谷区 松原一丁目","[縄文時代（後期）][近世]","集落","[縄文時代]竪穴 土坑 ピット [近世]井戸","縄文土器 石器",139.6512,35.66923,"0","1","0","0","0","0","0","1","0"
1311207600,13112,"76","まつばらはねぎどおりいせき","松原羽根木通遺跡","世田谷区 羽根木二丁目 松原一丁目 松原五丁目","[縄文時代（早期～晩期）][近世]","集落","[縄文時代]住居 掘立柱建物 竪穴 炉 焼土 土坑 ピット [近世]建物 溝","尖頭器 縄文土器 石器 石製品 陶磁器",139.6543,35.66495,"0","1","0","0","0","0","0","1","0"
1311207700,13112,"77","まつばらしょうがっこういせき","松原小学校遺跡","世田谷区 松原五丁目","[縄文時代（中期～後期）]","包蔵地","","縄文土器 石器 石棒 石剣 土偶",139.6511,35.66374,"0","1","0","0","0","0","0","0","0"
1311207800,13112,"78","うめがおかおうけつ","梅ヶ丘横穴","世田谷区 代田四丁目","[古墳時代]","横穴墓","1基","ガラス製小玉 人骨",139.6533,35.65788,"0","0","0","1","0","0","0","0","0"
