JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度,色
1321402900,13214,29,,国分寺市№29遺跡,国分寺市 南町一丁目 本町一丁目,[旧石器時代][縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4851149,35.70016943,"rgb(255,255,0)"
1321403000,13214,30,,国分寺市№30遺跡,国分寺市 本多一丁目 本町二丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.481922,35.70351503,"rgb(255,255,0)"
1321403400,13214,34,,国分寺市№34遺跡,国分寺市 西恋ヶ窪二丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4651256,35.70043532,"rgb(255,255,0)"
1321403700,13214,37,,国分寺市№37遺跡,国分寺市 西恋ヶ窪三丁目,[旧石器時代][縄文時代][奈良時代][平安時代],包蔵地,[旧石器時代]ユニット 土坑 [縄文時代]土坑 [奈良時代][平安時代]土坑 溝,ナイフ形石器 尖頭器 細石刃 台形石器 楔形石器 掻器 錐 打斧 磨石 石核 縄文土器 石器,139.464439,35.70336272,"rgb(255,255,0)"
1321403800,13214,38,,国分寺市№38遺跡,国分寺市 西恋ヶ窪一丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4679335,35.70524044,"rgb(255,255,0)"
1321403900,13214,39,,国分寺市№39遺跡,国分寺市 西恋ヶ窪一丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4666632,35.70128155,"rgb(255,255,0)"
1321404000,13214,40,,国分寺市№40遺跡,国分寺市 内藤二丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4559932,35.69806544,"rgb(255,255,0)"
1321404600,13214,46,,国分寺市№46遺跡,国分寺市 光町二丁目,[奈良時代][平安時代],包蔵地,,,139.4428096,35.7047288,"rgb(255,255,0)"
1321404700,13214,47,,国分寺市№47遺跡,国分寺市 日吉町一丁目,[縄文時代（中期）][奈良時代][平安時代],包蔵地,,縄文土器,139.4582592,35.70274937,"rgb(255,255,0)"
1321404900,13214,49,,国分寺市№49遺跡,国分寺市 日吉町一丁目,[奈良時代][平安時代],包蔵地,,,139.4566455,35.70102081,"rgb(255,255,0)"
1321405700,13214,57,こいがくぼひがしいせき,恋ヶ窪東遺跡,国分寺市 本町四丁目 東恋ヶ窪一丁目 東恋ヶ窪二丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代],集落,[縄文時代]掘立柱建物跡 敷石住居 集石土坑 土坑 屋外埋甕 炉穴 陥穴 特殊遺構,(旧石器時代)細石刃 尖頭器 ナイフ形石器 (縄文時代)縄文土器 ミニチュア土器 耳栓 器台 打製石斧 石鏃 掻器 石匙 石錐 石皿 磨石 土製円板 尖頭器 石棒 硬玉製原石 (奈良・平安時代)土師器 瓦,139.4770468,35.70348715,"rgb(255,255,0)"
1321405800,13214,58,とうさんどうむさしみち,東山道武蔵路,国分寺市 西恋ヶ窪一丁目 東恋ヶ窪三丁目,[奈良時代][平安時代],その他（道路跡）,東山道武蔵路,,139.4691008,35.69517554,"rgb(255,255,0)"
1321500100,13215,1,,国立市№1遺跡,国立市 富士見台四丁目,[縄文時代][平安時代],包蔵地,,縄文土器 黒曜石 土師器,139.430145,35.688156,"rgb(255,255,0)"
1321500200,13215,2,みねうえいせき,峰上遺跡,国立市 富士見台三丁目,[旧石器時代][縄文時代][平安時代],集落,[旧石器時代]ブロック 礫群 配石 [縄文時代]土坑,ナイフ形石器 尖頭器 スクレイパー 敲石 石核 剥片 縄文土器 土師器,139.4363187,35.68552263,"rgb(255,255,0)"
1321500300,13215,3,なかみねしたいせき,中峰下遺跡,国立市 谷保,[奈良時代][平安時代][中世][近世],包蔵地,[奈良時代][平安時代]敷石遺構 土坑,主な出土品,139.4362997,35.68335206,"rgb(255,255,0)"
1321500400,13215,4,,国立市№4遺跡,国立市 富士見台二丁目 富士見台三丁目 中三丁目,[平安時代],包蔵地,,土師器 須恵器 土錘,139.4412435,35.68745127,"rgb(255,255,0)"
1321500500,13215,5,かりやうえにしいせき,仮屋上西遺跡,国立市 谷保,[旧石器時代][縄文時代（中期）][平安時代][中世],集落,[奈良時代]住居跡 溝状遺構 [平安時代]住居跡 土坑 ピット,土師器 須恵器 陶器 須恵器質陶器 刀子 紡錘車 古銭(隆平永寶) 風字硯,139.4417242,35.6828501,"rgb(255,255,0)"
1321500600,13215,6,かりやうえいせき,仮屋上遺跡,国立市 谷保 富士見台二丁目,[縄文時代（中期）][奈良時代][平安時代][中世],集落,[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑,縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦,139.4435438,35.68276644,"rgb(255,255,0)"
1321500700,13215,7,ひがしのはらいせき,東之原遺跡,国立市 谷保 富士見台一丁目,[縄文時代（中期）][平安時代],包蔵地,[縄文時代]集石 柱穴,土師器 須恵器,139.4503416,35.68137209,"rgb(255,255,0)"
1321500800,13215,8,みどりかわひがしいせき,緑川東遺跡,国立市 青柳一丁目 青柳三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ブロック 礫群 配石 [縄文時代]住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 [奈良時代][平安時代]溝 [近世]溝状遺構 土坑,ナイフ形石器 尖頭器 石核 細石刃核 スクレイパー 縄文土器 打斧 石匙 土偶 打製石斧 有舌尖頭器 石鏃 スタンプ形石器 礫器 扶入磨石 磨石 石皿 石錘 石棒 耳栓 垂飾,139.423645,35.686913,"rgb(255,255,0)"
1321500900,13215,9,あおやぎいせき,青柳遺跡,国立市 青柳,[旧石器時代][縄文時代（中期）][平安時代],包蔵地,,尖頭器 打斧 縄文土器 石斧 土師器,139.4220708,35.6823436,"rgb(255,255,0)"
1321501200,13215,12,しけんざけいせき,四軒在家遺跡,国立市 矢川三丁目,[旧石器時代][縄文時代（中期）][古墳時代][平安時代][近世],集落,[縄文時代]敷石住居 住居跡 集石 土坑 ピット 埋設土器[中世][近世]溝状遺構 土坑 柱穴,縄文土器 剥片 円筒埴輪 打製石斧 異形土器（ミニチュア土器） ナイフ形石器 有舌尖頭器 石鏃 掻器 石匙 スタンプ形石器 土師器 坏 須恵器 陶磁器,139.4274159,35.6809353,"rgb(255,255,0)"
1321501300,13215,13,なんようじいせき,南養寺遺跡,国立市 谷保,[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構,縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨,139.4324542,35.68022068,"rgb(255,255,0)"
1321501500,13215,15,じょうやまいせき,城山遺跡,国立市 谷保,[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世],包蔵地,[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構,縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品,139.436334,35.67944785,"rgb(255,255,0)"
1321501900,13215,19,,国立市№19遺跡,国立市 谷保,[平安時代],包蔵地,,土師器 須恵器,139.4414839,35.68098167,"rgb(255,255,0)"
1321502100,13215,21,ばいりんいせき,梅林遺跡,国立市 谷保,[縄文時代（中期）][奈良時代][平安時代][中世][近世],包蔵地,[中世]溝状遺構,縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器,139.4453291,35.67894587,"rgb(255,255,0)"
1321502200,13215,22,しもやぼいせき,下谷保遺跡,国立市 谷保,[縄文時代（早期・中期）][古墳時代][平安時代][中世],集落,[縄文時代]住居 竪穴状遺構 集石 土坑 [古墳時代]住居 土坑,縄文土器 打斧 局部磨製石斧 礫器 石槍 石鏃 掻器 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 砥石 土師器 須恵器 管玉 陶磁器,139.4485839,35.6773761,"rgb(255,255,0)"
1321502400,13215,24,やぼとうほういせき,谷保東方遺跡,国立市 谷保,[縄文時代（中期）][古墳時代][平安時代][近世],集落,[縄文時代]住居 敷石住居 焼土 ピット 埋甕 [古墳時代]土坑 [平安時代]土坑 [近世]溝状遺構,縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 石棒 三角柱状土製品 土師器 陶磁器,139.4500774,35.67593982,"rgb(255,255,0)"
1321502600,13215,26,,国立市№26遺跡,国立市 谷保,[縄文時代][平安時代],包蔵地,,縄文土器 土師器 須恵器,139.4391254,35.67688805,"rgb(255,255,0)"
1321502700,13215,27,,国立市№27遺跡,国立市 東四丁目,[平安時代],包蔵地,[平安時代]溝状遺構,須恵器,139.449552,35.68770223,"rgb(255,255,0)"
1321900100,13219,1,こあだちまえはらきたいせき,小足立前原北遺跡,狛江市 西野川四丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器 須恵器,139.571069,35.64850383,"rgb(255,255,0)"
1321900200,13219,2,こあだちまえはらみなみいせき,小足立前原南遺跡,狛江市 西野川三丁目 西野川四丁目 和泉本町四丁目,[弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居,弥生土器 土師器 須恵器 陶器,139.5717728,35.64557441,"rgb(255,255,0)"
1321900500,13219,5,みのわだ・きたくぼいせき,箕和田・北久保遺跡,狛江市 西野川二丁目 和泉本町三丁目,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[近世]溝状遺構 墓地,縄文土器 弥生土器 土師器 須恵器 陶磁器 鉄製品 銅製品 煙管 銭貨,139.5741074,35.64335636,"rgb(255,255,0)"
1321900600,13219,6,がくとうほんむらいせき,覚東本村遺跡,狛江市 西野川一丁目,[古墳時代][奈良時代][平安時代][近世],包蔵地,,土師器 陶器,139.5765449,35.64579761,"rgb(255,255,0)"
1321900700,13219,7,こあだちなかむらきたいせき,小足立中村北遺跡,狛江市 東野川二丁目 東野川三丁目 西野川一丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],集落,[奈良時代][平安時代]住居 [近世]建物 竪穴状遺構 土坑 井戸 溝 集石,縄文土器 石斧 石鏃 砥石 土師器 須恵器 陶磁器 硯 釘 木製品 銭貨,139.578934,35.644489,"rgb(255,255,0)"
1321900800,13219,8,こあだちなかむらみなみいせき,小足立中村南遺跡,狛江市 東野川二丁目 西野川一丁目,[弥生時代][古墳時代][奈良時代][平安時代],集落,[平安時代]住居 掘立柱建物,弥生土器 土師器 須恵器,139.578934,35.644489,"rgb(255,255,0)"
1321901000,13219,10,みつおさひがしいせき,三長東遺跡,狛江市 東野川三丁目 東野川四丁目,[古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居 [時代不明]溝,土師器 須恵器 磁器 擂鉢 ホウロク カワラケ,139.5850765,35.64468162,"rgb(255,255,0)"
1321901100,13219,11,がくとうみしまにしいせき,覚東三島西遺跡,狛江市 東野川一丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器,139.580991,35.64324475,"rgb(255,255,0)"
1321901200,13219,12,がくとうみしまなかいせき,覚東三島中遺跡,狛江市 東野川一丁目,[奈良時代][平安時代][近世],包蔵地,,土師器 須恵器 陶磁器 ホウロク カワラケ,139.5831024,35.64261699,"rgb(255,255,0)"
1321901800,13219,18,はらきたいせき,原北遺跡,狛江市 和泉本町一丁目,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居,縄文土器 弥生土器 土師器 須恵器 陶器 カワラケ,139.5774313,35.63893222,"rgb(255,255,0)"
1321902000,13219,20,はらみなみいせき,原南遺跡,狛江市 和泉本町一丁目,[縄文時代][奈良時代][平安時代][近世],集落,[時代不明]住居 掘立柱建物,縄文土器 土師器 須恵器 陶器,139.5784269,35.63628148,"rgb(255,255,0)"
1321902900,13219,29,ふるやしき・あいのはらいせき,古屋敷・相之原遺跡,狛江市 岩戸南二丁目 岩戸南三丁目,[縄文時代（草創期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[弥生時代]住居 [古墳時代][奈良時代][平安時代]住居 [時代不明]土師器窯 土坑,縄文土器 有舌尖頭器 石鏃 弥生土器 土師器 須恵器 鉄鎌 鉄鏃 刀子 石製模造品 陶磁器,139.5904667,35.62996028,"rgb(255,255,0)"
1321903100,13219,31,ふるやしきいせき,古屋敷遺跡,狛江市 岩戸南一丁目 岩戸南二丁目,[古墳時代][奈良時代][平安時代],集落,[古墳時代]住居 [奈良時代]住居,土師器 須恵器 陶器（灰釉）,139.5852182,35.63103814,"rgb(255,255,0)"
1321903600,13219,36,てらまえひがしいせき,寺前東遺跡,狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目,[縄文時代（早期～前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構,縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨,139.5796233,35.62964658,"rgb(255,255,0)"
1321903701,13219,37-1,くぼ・まえはらいせき,久保・前原遺跡,狛江市 東和泉二丁目 猪方三丁目,[古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]周溝 [奈良時代][平安時代]住居 [時代不明]掘立柱建物 土坑,土師器 須恵器 陶器 鉄製品,139.5781127,35.62741413,"rgb(255,255,0)"
1321904000,13219,40,たなか・てらまえいせき,田中・寺前遺跡,狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構,縄文土器 打斧 土師器 須恵器 陶磁器,139.5750064,35.63116728,"rgb(255,255,0)"
1321904201,13219,42-1,べんてんいけいせき,弁財天池遺跡,狛江市 中和泉一丁目,[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑,ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具,139.575899,35.63310663,"rgb(255,255,0)"
1321904300,13219,43,いずみだぐらいせき,和泉駄倉遺跡,狛江市 東和泉一丁目,[縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]住居 [弥生時代][古墳時代]住居 [奈良時代][平安時代]住居 掘立柱建物,縄文土器 弥生土器 土師器 須恵器 陶磁器,139.5794181,35.6316277,"rgb(255,255,0)"
1321904500,13219,45,ひがしづかいせき,東塚遺跡,狛江市 中和泉一丁目,[縄文時代（中期）][奈良時代][平安時代],集落,[縄文時代][平安時代]住居 [時代不明]土坑 溝,縄文土器 打斧 土師器 須恵器,139.5766532,35.63500744,"rgb(255,255,0)"
1321904900,13219,49,まつばらひがしいせき,松原東遺跡,狛江市 中和泉一丁目,[奈良時代][平安時代][近世],集落,[古墳時代][平安時代]住居 [奈良時代][平安時代]掘立柱建物,土師器 須恵器 陶器,139.574354,35.63496223,"rgb(255,255,0)"
1321905000,13219,50,きょうづかいせき,経塚遺跡,狛江市 中和泉一丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世],集落,[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群,縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ,139.574354,35.63372052,"rgb(255,255,0)"
1321905900,13219,59,まつばらいせき,松原遺跡,狛江市 中和泉一丁目 中和泉二丁目 和泉本町一丁目 和泉本町三丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],包蔵地,,縄文土器 土師器 須恵器 陶器 カワラケ,139.5733241,35.63785018,"rgb(255,255,0)"
1321906000,13219,60,ふじづかいせき,藤塚遺跡,狛江市 和泉本町四丁目,[古墳時代][平安時代][近世],包蔵地,,土師器 陶器,139.5714705,35.6415338,"rgb(255,255,0)"
1321906200,13219,62,いなりまえいせき,稲荷前遺跡,狛江市 中和泉五丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],包蔵地,,縄文土器 土師器 須恵器 陶器 カワラケ,139.5664751,35.64206392,"rgb(255,255,0)"
1321906300,13219,63,おばらいせき,小原遺跡,狛江市 中和泉二丁目 中和泉五丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],包蔵地,,縄文土器 土師器 須恵器 陶器,139.5680071,35.63953211,"rgb(255,255,0)"
1322900700,13229,7,したのやいせき,下野谷遺跡,西東京市 東伏見二丁目 東伏見三丁目 東伏見六丁目,[旧石器時代][縄文時代(早期～後期)][弥生時代（後期）][古墳時代][平安時代][近世],集落,[旧石器時代]ブロック 礫群 炭化物集中 [縄文時代]住居跡 掘立柱建物跡 竪穴 炉穴 陥し穴 集石土坑 土坑 ピット ピット列 埋設土器 [近世]竪穴 溝 道路 集石 配石 柵列 土坑 硬化面 畑 ピット,石器 剥片 焼礫 縄文土器 土錘 土製円盤 垂飾 耳栓 炭化物 矢柄研磨器 砥石 陶磁器 土師質土器 瓦質土器 銭貨 煙管 須恵器 管状土錘 土鈴 刀子 釘 弥生土器 土師器,139.5611,35.7257,"rgb(255,255,0)"
1322900800,13229,8,さかしたいせき,坂下遺跡,西東京市 東伏見五丁目 柳沢二丁目,[旧石器時代][縄文時代(早期～中期)][平安時代][近世],集落,[旧石器時代]礫群 ブロック 炭化物集中 土坑 [縄文時代]土坑 ピット [平安時代]住居跡 [近世]溝 土坑 ピット,石器 剥片 焼礫 縄文土器 粘土塊 土師器 須恵器 陶磁器 土師質土器 瓦質土器 銭貨 煙管 石臼,139.5576,35.72376,"rgb(255,255,0)"
1322901300,13229,13,しもじゅくいせき,下宿遺跡,西東京市 南町五丁目,[縄文時代][平安時代],包蔵地,,石鏃 土師器,139.5387,35.72626,"rgb(255,255,0)"
