JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構／概要,主な出土品
13224012900,13224,129,たまにゅーたうん№28いせき,多摩ニュータウン№28遺跡,多摩市 永山一丁目,[奈良時代][平安時代],包蔵地,,須恵器
13224013000,13224,130,たまにゅーたうん№29いせき,多摩ニュータウン№29遺跡,多摩市 永山一丁目,[奈良時代][平安時代],包蔵地,[時代不明]溝状遺構,土師器　須恵器
13224013100,13224,131,たまにゅーたうん№261いせき,多摩ニュータウン№261遺跡,多摩市 永山三丁目,[奈良時代][平安時代],包蔵地,,土師器
13224013200,13224,132,たまにゅーたうん№52いせき,多摩ニュータウン№52遺跡,多摩市 永山五丁目,[旧石器時代][縄文時代（早期〜中期）][近世],集落,[縄文時代]住居　土坑　配石遺構　[中世]掘立柱建物　[近世]炭窯,ナイフ形石器　尖頭器　彫器　石核　縄文土器　打斧　有茎尖頭器　石鏃　石皿　磨石　陶磁器　燈明皿　土製品
13224013300,13224,133,たまにゅーたうん№26いせき,多摩ニュータウン№26遺跡,多摩市 諏訪二丁目,[旧石器時代][縄文時代（早期〜前期）],包蔵地,,礫　縄文土器
13224013400,13224,134,たまにゅーたうん№264いせき,多摩ニュータウン№264遺跡,多摩市 永山二丁目,[縄文時代（前期）][奈良時代][平安時代][中世],集落,[縄文時代]集石　土坑　[平安時代]住居,縄文土器　打斧　磨斧　石錘　磨石　土師器　須恵器　舶載陶磁器　陶器（三彩・緑釉）　鉄製品　円板状土製品　瓦　瓦塔
13224013500,13224,135,たまにゅーたうん№25いせき,多摩ニュータウン№25遺跡,多摩市 諏訪二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代],包蔵地,,縄文土器　礫器　掻器　剥片　土製けつ状耳飾　土師器
13224013600,13224,136,たまにゅーたうん№51いせき,多摩ニュータウン№51遺跡,多摩市 諏訪五丁目,[縄文時代（早期〜中期）],包蔵地,[縄文時代]土坑,縄文土器　打斧　石鏃　剥片石器
13224013700,13224,137,たまにゅーたうん№49いせき,多摩ニュータウン№49遺跡,多摩市 諏訪五丁目,[縄文時代（前期〜中期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器
13224013800,13224,138,たまにゅーたうん№50いせき,多摩ニュータウン№50遺跡,多摩市 諏訪五丁目,[縄文時代（中期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器
13224013900,13224,139,たまにゅーたうん№73いせき,多摩ニュータウン№73遺跡,多摩市 落合三丁目,[縄文時代（早期〜前期）][奈良時代],集落,[縄文時代]住居　[奈良時代]住居,縄文土器　打斧　礫器　石皿　磨石
13224014000,13224,140,たまにゅーたうん№277いせき,多摩ニュータウン№277遺跡,多摩市 豊ヶ丘五丁目,[時代不明],包蔵地,,
13224014100,13224,141,たまにゅーたうん№54いせき,多摩ニュータウン№54遺跡,多摩市 豊ヶ丘三丁目,[縄文時代（早期・中期）][奈良時代][平安時代],包蔵地,,縄文土器　剥片　土師器
13224014200,13224,142,たまにゅーたうん№466いせき,多摩ニュータウン№466遺跡,多摩市 豊ヶ丘二丁目,[旧石器時代][縄文時代（早期〜中期）][中世][近世],集落,[縄文時代]住居　集石　土坑　[中世][近世]竪穴状遺構　土坑　段切り　溝,剥片石器　縄文土器　打斧　石鏃　石皿　剥片　陶器　カワラケ
13224014300,13224,143,かいどりいせき,貝取遺跡,多摩市 関戸,[縄文時代（早期・中期）][奈良時代][平安時代],集落,[奈良時代][平安時代]掘立柱建物 柵列,縄文土器 石器 土師器 瓦
13224014400,13224,144,たまにゅーたうん№256いせき,多摩ニュータウン№256遺跡,多摩市 貝取,[奈良時代][平安時代],包蔵地,,須恵器
13224014500,13224,145,たまにゅーたうん№503いせき,多摩ニュータウン№503遺跡,多摩市 永山一丁目　 永山三丁目,[旧石器時代][縄文時代（前期〜中期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]遺物集中地点　[縄文時代]土坑　集石　[奈良時代][平安時代]土坑　[平安時代]住居　[中世][近世]ピット　土坑　地下室　井戸　段切状遺構,剥片　炭化物　縄文土器　石斧　石槍　石皿　土師器　須恵器　瓦器　陶器（灰釉）　石臼　鉄製品
13224014600,13224,146,たまにゅーたうん№30いせき,多摩ニュータウン№30遺跡,多摩市 永山二丁目,[縄文時代（早期〜前期）],集落,[縄文時代]住居,縄文土器
13224014700,13224,147,たまにゅーたうん№505いせき,多摩ニュータウン№505遺跡,多摩市 永山二丁目,[縄文時代（前期）],包蔵地,[縄文時代]土坑,縄文土器
13224014800,13224,148,たまにゅーたうん№259いせき,多摩ニュータウン№259遺跡,多摩市 永山二丁目,[縄文時代（前期〜中期）][中世],包蔵地,[縄文時代]集石　土坑,縄文土器　打斧　磨斧　滑石製けつ状耳飾　陶器
13224014900,13224,149,たまにゅーたうん№31いせき,多摩ニュータウン№31遺跡,多摩市 永山二丁目,[旧石器時代][縄文時代（前期〜中期）][平安時代],集落,[縄文時代]住居　集石　土坑　[平安時代]住居,細石刃核　縄文土器　打斧　石鏃　磨石　土製円板　土製けつ状耳飾　土師器
13224015000,13224,150,たまにゅーたうん№32いせき,多摩ニュータウン№32遺跡,多摩市 永山二丁目,[平安時代],包蔵地,,土師器　須恵器
13224015100,13224,151,たまにゅーたうん№120いせき,多摩ニュータウン№120遺跡,多摩市 唐木田三丁目,[縄文時代（早期〜前期）][奈良時代][平安時代],包蔵地,,縄文土器　土製けつ状耳飾　土師器
13224015200,13224,152,たまにゅーたうん№275いせき,多摩ニュータウン№275遺跡,多摩市 唐木田三丁目,[近世],塚,,
13224015300,13224,153,たまにゅーたうん№119いせき,多摩ニュータウン№119遺跡,多摩市 唐木田三丁目,[縄文時代（前期）][平安時代],包蔵地,[時代不明]土坑,縄文土器　土師器
13224015400,13224,154,たまにゅーたうん№121いせき,多摩ニュータウン№121遺跡,多摩市 唐木田一丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土製けつ状耳飾　瓦
13224015500,13224,155,たまにゅーたうん№122いせき,多摩ニュータウン№122遺跡,多摩市 唐木田一丁目,[縄文時代（前期〜中期）][平安時代],集落,[縄文時代]住居　土坑　[平安時代]土坑　道路　溝,縄文土器　石器　須恵器
13224015600,13224,156,たまにゅーたうん№123いせき,多摩ニュータウン№123遺跡,多摩市 唐木田一丁目,[縄文時代（早期〜前期）],包蔵地,[時代不明]土坑,縄文土器　石器
13224015700,13224,157,たまにゅーたうん№124いせき,多摩ニュータウン№124遺跡,多摩市 唐木田三丁目,[縄文時代（早期）],包蔵地,,縄文土器
13224015800,13224,158,たまにゅーたうん№100いせき,多摩ニュータウン№100遺跡,多摩市 唐木田三丁目,[縄文時代（前期〜中期）],包蔵地,,縄文土器　石器
13224015900,13224,159,たまにゅーたうん№102いせき,多摩ニュータウン№102遺跡,多摩市 唐木田一丁目　 唐木田二丁目　 唐木田三丁目,[縄文時代（早期）],包蔵地,,縄文土器　削器
13224016000,13224,160,たまにゅーたうん№98いせき,多摩ニュータウン№98遺跡,多摩市 唐木田三丁目,[縄文時代（早期）],包蔵地,[縄文時代]炉穴,縄文土器　石鏃　磨石　敲石　打製石器
13224016100,13224,161,たまにゅーたうん№97いせき,多摩ニュータウン№97遺跡,多摩市 唐木田三丁目,[縄文時代],包蔵地,,縄文土器
13224016200,13224,162,たまにゅーたうん№268いせき,多摩ニュータウン№268遺跡,多摩市 唐木田三丁目,[縄文時代?],包蔵地,,
13224016300,13224,163,たまにゅーたうん№96いせき,多摩ニュータウン№96遺跡,多摩市 唐木田三丁目,[縄文時代（早期〜中期）],包蔵地,,縄文土器　打斧　削器　磨石　凹石
13224016400,13224,164,たまにゅーたうん№95いせき,多摩ニュータウン№95遺跡,多摩市 唐木田三丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224016500,13224,165,たまにゅーたうん№94いせき,多摩ニュータウン№94遺跡,多摩市 唐木田二丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224016800,13224,168,たまにゅーたうん№75いせき,多摩ニュータウン№75遺跡,多摩市 落合四丁目,[縄文時代（前期）],包蔵地,,縄文土器　石器
13224016900,13224,169,たまにゅーたうん№74いせき,多摩ニュータウン№74遺跡,多摩市 南野二丁目,[縄文時代（前期）],包蔵地,,縄文土器　打斧
13224017000,13224,170,たまにゅーたうん№468いせき,多摩ニュータウン№468遺跡,多摩市 南野二丁目,[奈良時代][平安時代],包蔵地,,土師器　須恵器
13224017100,13224,171,たまにゅーたうん№55いせき,多摩ニュータウン№55遺跡,多摩市 豊ヶ丘五丁目,[縄文時代（早期〜前期）],包蔵地,,縄文土器　石器　剥片
13224017200,13224,172,たまにゅーたうん№56いせき,多摩ニュータウン№56遺跡,多摩市 南野二丁目,[縄文時代（前期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器
13224017500,13224,175,わだにしいせき,和田西遺跡,多摩市 和田,[縄文時代（早期〜後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]貯蔵穴　陥し穴　ピット　[奈良時代][平安時代]住居,縄文土器　石器　土師器　須恵器
13224017600,13224,176,たまにゅーたうん№514いせき,多摩ニュータウン№514遺跡,多摩市 貝取一丁目,[縄文時代（早期〜前期）][近世],包蔵地,[縄文時代]竪穴状遺構　集石,縄文土器　石器　陶磁器
13224017700,13224,177,たまにゅーたうん№515いせき,多摩ニュータウン№515遺跡,多摩市 永山二丁目,[縄文時代],包蔵地,,磨斧
13224017800,13224,178,たまにゅーたうん№519いせき,多摩ニュータウン№519遺跡,多摩市 馬引沢一丁目,[旧石器時代][縄文時代（早期〜中期）][中世][近世],包蔵地,[縄文時代]集石　土坑　[中世]土坑　地下式土坑　溝,尖頭器　縄文土器　石器　陶器　カワラケ　銭貨
13224017900,13224,179,,多摩市№179遺跡,多摩市 和田,[古墳時代][奈良時代],包蔵地・横穴墓,,
13224018000,13224,180,りゅうがみねいせき,竜ヶ峰遺跡,多摩市 和田,[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代],包蔵地,[縄文時代]陥し穴　土坑　[弥生時代][古墳時代]土坑,縄文土器　石器　土師器　陶器
13224018200,13224,182,せきどじょう（てんしゅだい）あと,関戸城（天守台）跡,多摩市 桜ケ丘一丁目,[中],城館跡,[中世]堀切　土塁,
13224018300,13224,183,ありやまやしき,有山屋敷,多摩市 東寺方二号,[不],城館跡,,
13224018400,13224,184,てらかたおおやしき,寺方大屋敷,多摩市 東寺方六号,[中世],城館跡,,
13224018600,13224,186,たまにゅーたうん№740いせき,多摩ニュータウン№740遺跡,多摩市 唐木田一丁目,[旧石器時代][縄文時代（早期〜晩期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]石器集中　[縄文時代]住居　竪穴状遺構　集石　土坑　炉穴　焼土　土坑　土器埋設土　坑,ナイフ形石器　尖頭器　細石刃　細石核　彫器　剥片　縄文土器　石器　焼礫　礫　土師器　陶磁器
13224018700,13224,187,たまにゅーたうん№99いせき,多摩ニュータウン№99遺跡,多摩市 唐木田三丁目,[縄文時代（早期〜中期）][奈良時代][平安時代],包蔵地,※町田市№161遺跡と一連の多摩ニュータウン遺跡　[縄文時代]炉穴　土坑,縄文土器　打斧　局部磨斧　礫器　石鏃　石匙　石皿　磨石　凹石　石核　剥片　土師器　須恵器
13224018800,13224,188,たまにゅーたうん№741いせき,多摩ニュータウン№741遺跡,多摩市 中沢二丁目,[縄文時代（前期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]土坑　[平安時代]集石　[近世]炭窯,縄文土器　石器　土師器　須恵器　磁器（舶載青磁）
13224018900,13224,189,たまにゅーたうん№751いせき,多摩ニュータウン№751遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][中世],集落,[縄文時代]集石　土坑　[中世]建物　炉　地下式土坑　柵列,縄文土器　石器　土師器　陶磁器　刀子　銭貨
13224019100,13224,191,たまにゅーたうん№459いせき,多摩ニュータウン№459遺跡,多摩市 中沢二丁目,[中世],塚?,,板碑
13224019200,13224,192,たまにゅーたうん№746いせき,多摩ニュータウン№746遺跡,多摩市 山王下一丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224019300,13224,193,たまにゅーたうん№504いせき,多摩ニュータウン№504遺跡,多摩市 永山三丁目,[中世],墓地,,板碑
13224019400,13224,194,たまにゅーたうん№502いせき,多摩ニュータウン№502遺跡,多摩市 永山一丁目,[中世],墓地,,板碑
13224019500,13224,195,たまにゅーたうん№501いせき,多摩ニュータウン№501遺跡,多摩市 諏訪一丁目,[中世],墓地,,板碑
13224019600,13224,196,たまにゅーたうん№23いせき,多摩ニュータウン№23遺跡,多摩市 諏訪一丁目,[中世][近世],墓地,,五輪塔
13224019700,13224,197,たまにゅーたうん№499いせき,多摩ニュータウン№499遺跡,多摩市 馬引沢一丁目,[中世],墓地,,板碑
13224019900,13224,199,ふながだい（たまにゅーたうん№369）いせき,船ヶ台(多摩ニュータウン№369）遺跡,多摩市 連光寺六丁目,[中世],墓地,,板碑
13224020000,13224,200,たまにゅーたうん№520いせき,多摩ニュータウン№520遺跡,多摩市 聖ヶ丘五丁目,[縄文時代（草創期〜晩期）][弥生時代][奈良時代][平安時代][近世],包蔵地・集落,※稲城市№86遺跡と一連の多摩ニュータウン遺跡　[縄文時代]住居跡　墓壙　土器埋設土坑　集石　焼土跡　ピット群　陥し穴土坑　土器捨て場　[平安時代]長方形土坑　円形土坑　[近世]建物跡　炭焼窯　土坑　溝,縄文土器　土偶　土製けつ状耳飾　耳栓　土製円盤　有舌尖頭器　垂飾　石鏃　石錘　石匙　礫器　打斧　磨斧　磨石　石皿　台石　有孔磨製石鏃　須恵器　陶磁器　銭貨
13224020400,13224,204,,多摩市№204遺跡,多摩市 和田,[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代],包蔵地,,
13224020500,13224,205,わだくぼがしたいせき,和田久保下遺跡,多摩市 和田,[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]屋外炉　土坑　[近世]建物　井戸　鍛冶工房,縄文土器　石器　土師器　須恵器　板碑　陶磁器
13224020600,13224,206,たまし№206いせき,多摩市№206遺跡,多摩市 和田,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　土師器
13224020700,13224,207,たまし№207いせき,多摩市№207遺跡,多摩市 落川,[平安時代],包蔵地,,須恵器
13224020800,13224,208,つかっぱらこふんぐん,塚原古墳群,多摩市 和田,[古墳時代],古墳,,
13224020801,13224,208-1,つかっぱら1ごうこふん,塚原1号古墳,多摩市 和田,[古墳時代],古墳,,
13224020802,13224,208-2,つかっぱら2ごうこふん,塚原2号古墳,多摩市 和田,[古墳時代],古墳,[古墳時代]土壙　周溝　ブリッジ,土師器
13224020803,13224,208-3,つかっぱら3ごうこふん,塚原3号古墳,多摩市 和田,[古墳時代],古墳,[古墳時代]周溝　ブリッジ,土師器
13224020804,13224,208-4,つかっぱら4ごうこふん,塚原4号古墳,多摩市 和田,[古墳時代],古墳,円墳　[古墳時代]周溝　横穴式石室,臼玉
13224020805,13224,208-5,つかっぱら5ごうこふん,塚原5号古墳,多摩市 和田,[古墳時代],古墳,円墳　[古墳時代]周溝　横穴式石室,土師器　須恵器　鉄鏃　刀子　大刀　短刀
13224020806,13224,208-6,つかっぱら6ごうこふん,塚原6号古墳,多摩市 和田,[古墳時代],古墳,[古墳時代]周溝　横穴式石室,土師器　須恵器　刀子　直刀　金環
13224020807,13224,208-7,つかっぱら7ごうこふん,塚原7号古墳,多摩市 和田,[古墳時代],古墳,[古墳時代]石室,
13224020808,13224,208-8,つかっぱら8ごうこふん,塚原8号古墳,多摩市 和田,[古墳時代],古墳,[古墳時代]周溝　ブリッジ,土師器　須恵器
13224020809,13224,208-9,つかっぱら9ごうこふん,塚原9号古墳,多摩市 和田,[古墳時代],古墳,円墳?　[古墳時代]横穴式石室,鉄鏃　刀子
13224020900,13224,209,たまし№209いせき,多摩市№209遺跡,多摩市 和田,[時代不明],窯群,2基,瓦
13224021000,13224,210,ひがしてらかたいせき,東寺方遺跡,多摩市 東寺方,[旧石器時代][縄文時代（早期〜晩期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ユニット　[縄文時代]土坑　[古墳時代]住居　[奈良時代]住居　[奈良時代][平安時代]柱穴群　土坑　[平安時代]掘立柱建物　[近世]炭窯,ナイフ形石器　石刃　角錐状石器　彫器　敲石　石核　剥片　縄文土器　土師器　須恵器　磁器　鉄器　瓦　銭貨
13224021100,13224,211,たまし№211いせき,多摩市№211遺跡,多摩市 落川,[古墳時代][奈良時代][平安時代][近世],包蔵地,,土師器　須恵器　陶器
13224021200,13224,212,たまし№212いせき,多摩市№212遺跡,多摩市 桜ヶ丘三丁目,[平安時代],包蔵地,,土師器
13224021300,13224,213,たまし№213いせき,多摩市№213遺跡,多摩市 桜ヶ丘三丁目,[平安時代],包蔵地,,土師器
13224021400,13224,214,たまし№214いせき,多摩市№214遺跡,多摩市 東寺方,[平安時代][近世],包蔵地,,土師器　陶器
13224021500,13224,215,たまし№215いせき,多摩市№215遺跡,多摩市 東寺方,[縄文時代（中期）][平安時代][近世],包蔵地,,縄文土器　土師器　陶器　燈明皿
13224021600,13224,216,たまし№216いせき,多摩市№216遺跡,多摩市 東寺方,[中世?][近世],包蔵地,,土師質土器
13224021800,13224,218,たまし№218いせき,多摩市№218遺跡,多摩市 東寺方,[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器　瓦器
13224021900,13224,219,たまし№219いせき,多摩市№219遺跡,多摩市 和田,[平安時代],包蔵地,,土師器
13224022000,13224,220,たまし№220いせき,多摩市№220遺跡,多摩市 和田,[奈良時代][平安時代],包蔵地,,土師器
13224022100,13224,221,おちかわ・いちのみやいせき,落川・一の宮遺跡,多摩市 一ノ宮一丁目　 一ノ宮二丁目　 一ノ宮三丁目　 東寺方一丁目,[縄文時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[奈良時代]住居　掘立柱建物　[奈良時代][平安時代]住居ピット群　溝　[近世]ピット群　溝　墓壙,縄文土器　土師器　須恵器　陶磁器　カワラケ　鉄製品　砥石　石臼　瓦
13224022200,13224,222,たまし№222いせき,多摩市№222遺跡,多摩市 関戸,[中世?][近世],包蔵地,,土師質土器
13224022300,13224,223,たまし№223いせき,多摩市№223遺跡,多摩市 関戸五丁目,[平安時代],包蔵地,,土師器
13224022400,13224,224,かすみのせきあと,霞ノ関跡,多摩市 関戸五丁目,[縄文時代（中期）][平安時代][近世],包蔵地・関所跡,[近世]柵列,縄文土器　土師器　陶器
13224022500,13224,225,,多摩市№225遺跡,多摩市 関戸五丁目,[平安時代],包蔵地,,土師器　須恵器
13224022600,13224,226,,多摩市№226遺跡,多摩市 関戸六丁目,[平安時代],包蔵地,,土師器
13224022700,13224,227,,多摩市№227遺跡,多摩市 関戸六丁目,[近世],包蔵地,,
13224022800,13224,228,,多摩市№228遺跡,多摩市 関戸六丁目,[平安時代],包蔵地,,土師器
13224022900,13224,229,,多摩市№229遺跡,多摩市 貝取,[縄文時代（早期）][平安時代],包蔵地,,縄文土器　土師器
13224023000,13224,230,,多摩市№230遺跡,多摩市 連光寺一丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　土師器
13224023100,13224,231,ほんむら№4いせき,本村№4遺跡,多摩市 連光寺二丁目,[縄文時代（前期〜中期）][古墳時代][奈良時代][平安時代][近世],包蔵地,,縄文土器　土師器　須恵器　陶器
13224023200,13224,232,えのきだやまいせき,榎田山遺跡,多摩市 連光寺三丁目,[縄文時代（早期〜後期）][奈良時代][平安時代][近世],包蔵地,[縄文時代]陥し穴　土坑　[奈良時代][平安時代]土坑　溝　[中世][近世]道路状遺構,縄文土器　石器　礫　土師器　須恵器　陶器
13224023300,13224,233,,多摩市№233遺跡,多摩市 連光寺三丁目,[縄文時代（後期）][平安時代],包蔵地,,縄文土器　土師器　須恵器
13224023400,13224,234,,多摩市№234遺跡,多摩市 連光寺三丁目,[平安時代],包蔵地,,土師器
13224023500,13224,235,,多摩市№235遺跡,多摩市 連光寺三丁目,[縄文時代（早期）],包蔵地,,
13224023600,13224,236,,多摩市№236遺跡,多摩市 連光寺四丁目,[縄文時代（中期）][奈良時代],包蔵地,,縄文土器　土師器
13224023700,13224,237,,多摩市№237遺跡,多摩市 連光寺五丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　土師器
13224023800,13224,238,,多摩市№238遺跡,多摩市 連光寺五丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　土師器
13224023900,13224,239,,多摩市№239遺跡,多摩市 連光寺五丁目,[平安時代],包蔵地,,土師器
13224024000,13224,240,,多摩市№240遺跡,多摩市 連光寺五丁目,[縄文時代（中期）][平安時代],包蔵地,,縄文土器　土師器
13224024100,13224,241,,多摩市№241遺跡,多摩市 落川,[中世?],包蔵地,,陶器
13224024200,13224,242,,多摩市№242遺跡,多摩市 連光寺三丁目,[平安時代],包蔵地,,土師器
13224024300,13224,243,,多摩市№243遺跡,多摩市 和田,[平安時代],包蔵地,,土師器　須恵器
13224024400,13224,244,,多摩市№244遺跡,多摩市 和田,[平安時代],包蔵地,,土師器
13224024500,13224,245,,多摩市№245遺跡,多摩市 和田,[平安時代],包蔵地,,土師器
13224024800,13224,248,しんどういせき,新堂遺跡,多摩市 和田,[縄文時代（後期〜晩期）][奈良時代][平安時代],集落,[縄文時代]土坑　埋甕　配合,縄文土器　石器　土師器　須恵器　土製品　石製品　銭貨
13224024900,13224,249,れんこうじかそうぼ,連光寺火葬墓,多摩市 連光寺二丁目,[中世],墓地,,蔵骨器
13224025000,13224,250,ふながだいいせき,船ヶ台遺跡,多摩市 連光寺六丁目,[近世],集落,[近世]掘立柱建物,陶磁器
13224025100,13224,251,たまにゅーたうん№650いせき,多摩ニュータウン№650遺跡,多摩市 唐木田一丁目,[近世],塚,,
13224025200,13224,252,たまにゅーたうん№709いせき,多摩ニュータウン№709遺跡,多摩市 唐木田三丁目,[縄文時代（前期）][近世],包蔵地,[縄文時代]土坑　焼土跡　[近世]炭窯　土坑,土器　石器　打製石斧　剥片　石斧　須恵器
13224025300,13224,253,たまにゅーたうん№730いせき,多摩ニュータウン№730遺跡,多摩市 唐木田一丁目,[縄文時代（前期〜中期）][近世],包蔵地,※八王子市№886遺跡と一連の多摩ニュータウン遺跡,縄文土器　陶磁器
13224025400,13224,254,たまにゅーたうん№732いせき,多摩ニュータウン№732遺跡,多摩市 唐木田一丁目,[縄文時代（早期〜中期）][奈良時代][平安時代][近世],包蔵地,[縄文時代]焼土　土坑　[奈良時代][平安時代]土坑　[近世]土坑　溝,縄文土器　石器　銭貨
13224025500,13224,255,たまにゅーたうん№733いせき,多摩ニュータウン№733遺跡,多摩市 唐木田三丁目,[旧石器時代][縄文時代（早期〜中期）],包蔵地,[縄文時代]焼土　土坑,尖頭器　縄文土器　石器
13224025600,13224,256,たまにゅーたうん№734いせき,多摩ニュータウン№734遺跡,多摩市 唐木田三丁目,[旧石器時代][縄文時代（早期〜後期）][近世],包蔵地,[縄文時代]集石　焼土　土坑　[近世]溝　[時代不明]土坑,剥片　縄文土器　石器　陶磁器
13224025700,13224,257,たまにゅーたうん№735いせき,多摩ニュータウン№735遺跡,多摩市 唐木田三丁目,[縄文時代（中期）][近世],包蔵地,[縄文時代]土坑,縄文土器　石器　礫　鉄鏃
13224025800,13224,258,たまにゅーたうん№736いせき,多摩ニュータウン№736遺跡,多摩市 唐木田一丁目,[縄文時代（早期〜前期）],包蔵地,,縄文土器　石器
13224025900,13224,259,たまにゅーたうん№737いせき,多摩ニュータウン№737遺跡,多摩市 唐木田一丁目,[縄文時代（草創期〜中期）][奈良時代][平安時代],包蔵地,[縄文時代]集石　炉穴　焼土　土坑　土器埋設土坑　[奈良時代][平安時代]土坑,縄文土器　有茎尖頭器?　石器　土師器　須恵器
13224026000,13224,260,たまにゅーたうん№738いせき,多摩ニュータウン№738遺跡,多摩市 唐木田一丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224026100,13224,261,たまにゅーたうん№739いせき,多摩ニュータウン№739遺跡,多摩市 唐木田二丁目,[縄文時代（早期〜中期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,※町田市№158遺跡と一連の多摩ニュータウン遺跡　[縄文時代]土坑　[古墳時代]土坑　[中世]ピット　[近世]土坑　墓,縄文土器　石器　土師器　須恵器　陶磁器　土師質土器　舶載陶磁器　砥石　鉄製品　煙管
13224026200,13224,262,たまにゅーたうん№742いせき,多摩ニュータウン№742遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]焼土　[中世]土坑　段切り　板碑集中遺構　[近世]炭窯　溝,縄文土器　石器　瓦　陶磁器　石臼　板碑　五輪塔　銭貨　漆器
13224026300,13224,263,たまにゅーたうん№743いせき,多摩ニュータウン№743遺跡,多摩市 中沢二丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224026400,13224,264,たまにゅーたうん№744いせき,多摩ニュータウン№744遺跡,多摩市 中沢二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][近世],集落,[平安時代]住居　土坑　[近世]土坑,縄文土器　土師器　砥石
13224026500,13224,265,たまにゅーたうん№745いせき,多摩ニュータウン№745遺跡,多摩市 中沢二丁目,[縄文時代（早期〜前期）],集落,[縄文時代]住居　竪穴状遺構　集石　焼土　土坑,縄文土器　石器　焼礫
13224026600,13224,266,たまにゅーたうん№747いせき,多摩ニュータウン№747遺跡,多摩市 鶴牧二丁目,[縄文時代（前期〜中期）][近世],包蔵地,,縄文土器　石器　礫　陶磁器
13224026700,13224,267,たまにゅーたうん№748いせき,多摩ニュータウン№748遺跡,多摩市 鶴牧二丁目,[縄文時代（前期〜中期）][平安時代][近世],包蔵地,[縄文時代]集石　土坑　[平安時代]土坑　[近世]土坑　炭窯,縄文土器
13224026800,13224,268,たまにゅーたうん№749いせき,多摩ニュータウン№749遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜中期）][奈良時代][平安時代][近世],包蔵地,[縄文時代]集石　土坑　[時代不明]溝,縄文土器　石器　土師器　須恵器
13224026900,13224,269,たまにゅーたうん№750いせき,多摩ニュータウン№750遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜後期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]土坑　[中世]溝状遺構　[近世]集石　焼土　炭窯　列石,縄文土器　石器　土師器　陶磁器　銭貨
13224027000,13224,270,たまにゅーたうん№752いせき,多摩ニュータウン№752遺跡,多摩市 鶴牧三丁目,[縄文時代（前期）][近世],包蔵地,[近世]溝,縄文土器　石器
13224027100,13224,271,たまにゅーたうん№753いせき,多摩ニュータウン№753遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜前期）][古墳時代][近世],包蔵地,[縄文時代]集石　焼土　土坑　[古墳時代]集石　[近世]土坑　段状遺構,縄文土器　石器　石製装飾品　陶磁器
13224027200,13224,272,たまにゅーたうん№754いせき,多摩ニュータウン№754遺跡,多摩市 鶴牧二丁目,[縄文時代（早期〜前期）],包蔵地,[縄文時代]集石　炉穴　土坑,縄文土器　石器　焼礫　剥片
13224027300,13224,273,たまにゅーたうん№755いせき,多摩ニュータウン№755遺跡,多摩市 鶴牧二丁目,[奈良時代][平安時代],包蔵地,,
13224027400,13224,274,たまにゅーたうん№756いせき,多摩ニュータウン№756遺跡,多摩市 鶴牧六丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224027500,13224,275,たまにゅーたうん№757いせき,多摩ニュータウン№757遺跡,多摩市 鶴牧二丁目　 鶴牧六丁目,[縄文時代（中期）][奈良時代][平安時代],包蔵地,,石皿
